Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
01/01/1984,-5.6,-7.7,-2.6,5400,0.8,0.32,2.8
02/01/1984,-5.4,-9.6,-2.6,8240,0.0,0.36,2.5
03/01/1984,-3.4,-6.1,0.3,7840,0.0,0.43,3.9
04/01/1984,-0.3,-3.6,1.5,6760,0.0,0.54,3.5
05/01/1984,-2.8,-7.8,2.3,5900,0.0,0.47,3.3
06/01/1984,0.5,-3.0,2.2,5020,0.0,0.56,3.2
07/01/1984,-3.3,-7.7,1.3,7290,0.0,0.41,1.6
08/01/1984,-3.0,-7.1,-0.3,9310,0.0,0.4,3.0
09/01/1984,-3.8,-6.1,-0.4,2770,3.6,0.39,2.9
10/01/1984,-7.3,-11.8,-4.7,8210,0.0,0.29,3.7
11/01/1984,-12.7,-17.3,-8.4,9330,0.0,0.17,1.9
12/01/1984,-9.2,-12.6,-4.8,9020,0.0,0.21,3.6
13/01/1984,-3.7,-7.3,-0.4,4350,0.5,0.37,2.6
14/01/1984,-5.6,-7.2,-3.9,5490,0.0,0.32,2.8
15/01/1984,-9.9,-12.0,-7.6,8320,0.0,0.22,2.4
16/01/1984,-8.6,-12.6,-4.4,8070,0.0,0.24,1.9
17/01/1984,-8.4,-12.1,-5.7,6800,0.0,0.25,2.2
18/01/1984,-13.5,-17.9,-11.7,8510,0.9,0.15,2.6
19/01/1984,-16.4,-23.5,-9.9,10740,0.0,0.11,3.3
20/01/1984,-18.1,-22.7,-11.6,11340,0.0,0.09,4.1
21/01/1984,-20.1,-27.6,-12.2,10450,0.0,0.07,3.0
22/01/1984,-9.8,-14.5,-3.5,9120,0.0,0.18,3.5
23/01/1984,-3.2,-7.6,1.1,3620,3.6,0.37,3.7
24/01/1984,0.8,-1.1,3.3,8170,0.2,0.57,3.5
25/01/1984,-0.1,-4.0,4.3,11110,0.0,0.5,3.3
26/01/1984,2.0,-0.8,8.3,9570,0.0,0.54,4.3
27/01/1984,-2.8,-7.8,0.3,5370,0.0,0.39,3.1
28/01/1984,-3.8,-8.9,0.7,3460,2.4,0.36,3.7
29/01/1984,-2.5,-4.3,0.3,6070,0.8,0.4,3.2
30/01/1984,-5.3,-8.7,-2.2,7640,12.6,0.37,4.5
31/01/1984,-9.4,-14.8,-4.0,11120,0.0,0.25,2.2
01/02/1984,-4.1,-10.0,0.1,12870,0.0,0.38,2.5
02/02/1984,2.5,-1.3,7.0,11190,2.3,0.62,4.5
03/02/1984,2.1,-0.2,5.5,5130,5.1,0.56,3.6
04/02/1984,0.2,-1.8,3.0,7540,2.0,0.5,3.7
05/02/1984,-5.2,-11.2,-2.0,7680,2.7,0.34,3.6
06/02/1984,-11.6,-13.2,-9.9,11470,0.0,0.16,3.0
07/02/1984,-12.6,-19.2,-6.3,13920,0.0,0.14,1.6
08/02/1984,-6.5,-15.2,2.2,13310,0.0,0.24,2.5
09/02/1984,1.3,-3.6,9.9,13610,0.0,0.42,2.8
10/02/1984,4.2,2.4,6.6,2200,6.3,0.73,3.3
11/02/1984,5.4,1.0,9.8,3610,0.0,0.9,2.2
12/02/1984,12.9,8.3,18.7,10900,1.1,1.19,4.7
