Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
01/01/1972,1.5,-1.9,6.5,7260,0.3,0.47,3.7
02/01/1972,-0.5,-3.3,1.9,9300,2.8,0.47,2.8
03/01/1972,0.3,-3.0,5.3,8250,0.0,0.48,1.9
04/01/1972,-3.4,-7.5,-0.6,2310,7.6,0.39,4.3
05/01/1972,-13.5,-17.3,-8.2,10170,0.8,0.15,3.3
06/01/1972,-8.1,-13.1,-2.7,9960,0.2,0.24,4.1
07/01/1972,-1.9,-5.8,0.7,9660,0.0,0.41,4.4
08/01/1972,-2.2,-10.7,4.6,9540,0.0,0.38,4.3
09/01/1972,4.8,0.2,7.5,4040,1.0,0.73,4.3
10/01/1972,2.4,-1.7,7.7,9500,0.0,0.62,3.2
11/01/1972,-0.6,-5.4,4.5,6390,0.0,0.4,2.6
12/01/1972,2.4,-4.6,8.8,8850,0.0,0.48,4.3
13/01/1972,-2.3,-8.9,7.2,3730,10.0,0.44,4.1
14/01/1972,-14.9,-20.7,-9.8,10930,0.0,0.13,3.3
15/01/1972,-24.5,-27.0,-21.4,11430,0.0,0.04,3.1
16/01/1972,-21.5,-30.9,-11.3,10490,0.0,0.07,3.8
17/01/1972,-5.1,-10.9,0.3,10650,0.0,0.27,5.8
18/01/1972,4.0,-0.5,8.9,4030,0.0,0.65,6.4
19/01/1972,1.1,-3.3,8.4,8970,0.1,0.52,2.7
20/01/1972,2.8,-1.3,7.2,3150,2.2,0.63,3.3
21/01/1972,0.0,-4.0,5.5,7760,0.0,0.48,2.8
22/01/1972,5.7,0.6,8.3,1950,2.5,0.87,4.0
23/01/1972,-1.5,-4.2,1.1,3810,1.8,0.47,2.0
24/01/1972,1.4,-4.4,13.1,2010,2.4,0.67,5.0
25/01/1972,-11.5,-15.8,-6.1,11900,0.0,0.09,5.2
26/01/1972,-10.4,-13.0,-6.0,10120,0.0,0.09,2.0
27/01/1972,-9.3,-11.5,-6.3,3180,6.8,0.2,2.5
28/01/1972,-13.9,-21.3,-8.1,11620,0.3,0.18,2.8
29/01/1972,-16.7,-22.4,-10.3,12100,0.0,0.11,1.6
30/01/1972,-14.7,-17.6,-12.9,12770,0.0,0.14,3.3
31/01/1972,-10.7,-20.4,-0.8,11160,0.0,0.23,3.4
01/02/1972,-4.8,-11.9,0.7,8470,0.4,0.37,2.1
02/02/1972,-1.3,-5.2,2.2,9870,1.3,0.47,2.0
03/02/1972,-4.5,-14.1,0.1,7350,4.9,0.41,4.4
04/02/1972,-17.2,-19.1,-15.1,12290,0.1,0.12,5.5
05/02/1972,-13.9,-23.1,-0.9,13110,0.0,0.18,3.1
06/02/1972,-3.9,-12.3,0.5,6250,4.6,0.41,4.6
07/02/1972,-18.1,-22.7,-13.1,14650,0.0,0.11,2.9
08/02/1972,-18.1,-25.7,-12.3,12870,0.2,0.12,1.2
09/02/1972,-15.5,-20.7,-9.7,14340,0.0,0.15,1.5
10/02/1972,-12.4,-18.4,-6.9,9480,0.8,0.21,2.4
11/02/1972,-4.6,-8.9,0.5,12610,0.0,0.39,2.0
12/02/1972,0.9,-1.1,3.6,10780,1.1,0.57,1.7
13/02/1972,-0.7,-2.1,1.2,7220,0.2,0.54,2.9
14/02/1972,1.3,-4.8,9.9,14420,0.0,0.54,3.4
15/02/1972,-0.3,-4.5,4.0,6680,3.0,0.5,4.1
16/02/1972,-2.6,-7.5,3.9,14530,0.0,0.34,2.0
17/02/1972,2.2,-2.3,10.2,11030,2.2,0.46,4.0
18/02/1972,-3.9,-6.6,-1.8,6580,0.7,0.32,4.6
19/02/1972,-6.9,-9.2,-3.9,14860,0.2,0.21,5.8
20/02/1972,-6.7,-13.4,0.8,15890,0.0,0.17,2.8
21/02/1972,4.5,-0.8,12.7,9370,0.0,0.55,5.4
22/02/1972,-5.5,-11.1,-1.1,16500,0.6,0.22,2.9
23/02/1972,-1.0,-4.9,2.2,3790,7.7,0.43,3.2
24/02/1972,-1.0,-3.7,1.9,9660,0.0,0.45,2.5
25/02/1972,-1.0,-4.4,4.6,12240,4.8,0.43,2.0
26/02/1972,-2.7,-6.4,0.9,17290,0.3,0.35,3.1
27/02/1972,0.6,-7.0,8.1,15690,0.0,0.42,3.9
28/02/1972,6.9,-2.1,16.6,13680,0.1,0.74,3.8
29/02/1972,9.5,-1.0,19.4,15900,0.0,0.94,3.2
01/03/1972,13.7,-1.7,17.2,6260,2.3,1.36,5.2
02/03/1972,-7.7,-10.3,-4.2,9070,5.4,0.23,5.0
03/03/1972,-4.8,-10.6,3.0,17990,0.0,0.21,2.7
04/03/1972,-0.4,-6.2,3.4,9360,1.0,0.34,4.7
05/03/1972,-7.1,-11.6,-2.1,18240,0.0,0.16,4.9
06/03/1972,0.5,-8.0,10.6,12530,0.1,0.33,4.2
07/03/1972,7.7,-0.8,12.6,9680,0.0,0.56,6.4
08/03/1972,-4.8,-9.0,-0.4,18140,0.0,0.17,5.0
09/03/1972,-3.4,-7.8,5.3,10810,0.4,0.24,3.5
10/03/1972,-3.6,-8.5,2.8,19530,0.0,0.23,2.6
11/03/1972,8.3,-1.4,19.8,18380,0.0,0.75,4.4
12/03/1972,14.8,10.8,19.0,10020,13.4,1.34,3.3
13/03/1972,7.3,-1.4,13.2,3080,29.2,1.0,4.1
14/03/1972,-0.0,-3.2,5.5,13470,0.5,0.43,4.3
15/03/1972,2.0,-4.4,8.1,6320,5.6,0.58,2.1
16/03/1972,6.1,1.9,9.5,11200,0.5,0.79,2.4
