Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
01/01/1981,-0.4,-1.6,1.4,4210,0.1,0.49,3.8
02/01/1981,-5.5,-9.1,-2.4,8840,0.0,0.27,3.1
03/01/1981,-6.9,-14.8,-2.4,7610,0.0,0.26,3.8
04/01/1981,-15.5,-18.7,-11.6,9160,0.0,0.1,3.0
05/01/1981,-11.1,-17.3,-5.5,8750,0.0,0.12,2.4
06/01/1981,-3.8,-5.9,-1.7,3450,12.3,0.35,4.3
07/01/1981,-12.2,-17.0,-2.5,10110,0.0,0.19,3.5
08/01/1981,-15.7,-19.1,-11.3,9770,0.0,0.14,1.2
09/01/1981,-13.7,-21.4,-7.8,8740,0.0,0.18,2.2
10/01/1981,-15.6,-19.3,-11.4,10820,0.0,0.13,2.4
11/01/1981,-15.6,-19.2,-13.3,10540,0.0,0.13,3.2
12/01/1981,-13.9,-20.3,-4.9,9310,0.2,0.17,3.4
13/01/1981,-5.7,-10.0,-1.6,10340,0.0,0.33,2.5
14/01/1981,-6.3,-11.4,-2.2,4580,0.0,0.34,1.1
15/01/1981,-4.0,-6.6,-1.1,4380,0.0,0.37,2.1
16/01/1981,-8.2,-12.9,-4.6,6980,0.0,0.24,4.0
17/01/1981,-9.4,-14.9,-5.3,10800,0.0,0.21,3.7
18/01/1981,-2.0,-5.4,3.3,10900,0.0,0.35,3.6
19/01/1981,0.3,-3.6,5.8,8910,0.0,0.49,3.0
20/01/1981,1.4,-1.4,4.7,3880,0.0,0.57,1.4
21/01/1981,0.4,-1.0,1.6,5310,0.0,0.55,2.2
22/01/1981,-0.1,-3.2,5.7,10930,0.0,0.46,3.3
23/01/1981,-0.2,-4.1,5.6,10460,0.0,0.44,1.7
24/01/1981,1.3,-4.1,9.4,11110,0.0,0.47,1.9
25/01/1981,5.5,0.7,11.3,7460,0.0,0.63,4.5
26/01/1981,5.4,2.0,9.9,7940,0.0,0.63,5.1
27/01/1981,1.9,-0.6,4.3,7340,0.0,0.44,3.1
28/01/1981,-2.8,-6.1,0.4,12270,0.0,0.29,3.2
29/01/1981,-6.1,-8.8,-3.7,10710,0.0,0.2,3.0
30/01/1981,-6.1,-8.4,-2.6,12710,0.0,0.21,3.0
31/01/1981,-3.7,-8.6,3.1,11740,0.0,0.22,3.3
01/02/1981,1.9,-3.2,5.4,1590,15.2,0.6,5.2
02/02/1981,-9.6,-14.0,-3.8,11170,0.8,0.17,5.7
03/02/1981,-12.9,-17.0,-8.6,11140,0.0,0.12,4.5
04/02/1981,-11.7,-13.7,-9.0,11760,0.0,0.13,3.6
05/02/1981,-9.6,-14.7,-3.5,11390,0.6,0.16,3.4
06/02/1981,-2.9,-4.8,-1.6,6930,0.5,0.34,3.9
07/02/1981,-0.4,-4.2,3.7,6130,0.0,0.43,4.0
08/02/1981,-6.4,-8.9,-3.2,13330,0.0,0.21,4.4
09/02/1981,-4.4,-9.0,1.7,12930,0.0,0.21,3.0
10/02/1981,0.1,-3.2,2.9,3550,32.0,0.56,4.0
11/02/1981,-15.6,-23.6,-4.2,12180,4.2,0.15,5.5
12/02/1981,-19.7,-29.2,-10.1,15490,0.0,0.1,3.1
13/02/1981,-10.0,-15.6,-3.0,15170,0.0,0.2,2.5
14/02/1981,-6.7,-13.1,2.2,15250,0.0,0.26,2.1
15/02/1981,1.0,-6.4,8.1,13420,0.0,0.5,3.3
16/02/1981,7.4,5.0,11.2,7120,1.8,0.87,4.2
17/02/1981,8.2,5.6,12.4,7640,0.0,1.02,3.2
18/02/1981,11.1,9.2,14.5,6200,0.0,1.25,3.5
19/02/1981,10.3,6.6,15.2,8050,1.4,1.07,2.0
20/02/1981,5.0,1.8,10.3,9080,0.0,0.78,2.2
21/02/1981,5.3,0.5,12.2,11180,0.0,0.73,2.8
22/02/1981,9.0,6.7,11.8,4090,6.6,0.8,5.7
23/02/1981,3.0,1.3,5.4,5580,5.6,0.64,5.8
24/02/1981,4.5,1.3,10.4,15740,0.1,0.57,4.1
25/02/1981,4.2,-1.6,10.6,16160,0.0,0.54,2.4
26/02/1981,2.1,-2.4,8.1,16950,0.0,0.47,3.4
27/02/1981,5.1,-1.8,13.1,10260,0.0,0.6,4.1
28/02/1981,8.0,4.2,13.5,7490,1.3,0.81,4.4
01/03/1981,3.6,1.5,6.3,9580,0.0,0.53,2.9
02/03/1981,0.8,-3.6,2.8,10500,0.0,0.4,2.9
03/03/1981,-1.6,-6.7,4.1,18030,0.0,0.32,1.6
04/03/1981,2.7,0.5,4.8,3510,5.9,0.6,2.3
05/03/1981,0.0,-4.9,2.0,10200,4.1,0.47,3.9
06/03/1981,-1.9,-6.1,3.7,15160,0.0,0.32,3.0
07/03/1981,-3.2,-6.6,0.9,16380,0.0,0.3,2.9
08/03/1981,-1.0,-5.7,3.4,13220,0.0,0.39,0.9
09/03/1981,1.3,-2.0,4.5,9610,0.0,0.45,1.8
10/03/1981,3.5,-1.4,8.1,13720,0.0,0.5,2.7
11/03/1981,1.8,-0.6,5.2,15450,1.3,0.45,2.8
12/03/1981,5.4,-1.3,14.4,19730,0.0,0.55,4.3
13/03/1981,3.6,-0.9,8.3,18470,0.0,0.49,3.3
14/03/1981,0.9,-5.7,7.7,20380,0.0,0.38,2.0
15/03/1981,6.9,0.6,14.7,17690,0.6,0.63,4.6
16/03/1981,-0.8,-5.3,4.2,20970,0.0,0.3,5.0
17/03/1981,0.6,-5.0,3.7,19010,0.0,0.32,4.5
18/03/1981,-3.0,-6.6,0.7,13900,0.0,0.26,2.9
19/03/1981,-2.9,-5.8,-0.1,11530,1.2,0.3,3.1
