Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
01/01/1989,-4.2,-8.5,-0.2,9500,0.0,0.4,2.0
02/01/1989,-3.6,-7.6,-2.2,7070,0.0,0.4,2.8
03/01/1989,-3.2,-8.8,1.5,4880,1.1,0.42,3.9
04/01/1989,-6.5,-10.8,-3.3,9160,0.0,0.28,2.5
05/01/1989,-0.6,-5.4,4.2,6840,14.7,0.47,3.6
06/01/1989,2.1,1.2,3.4,2870,2.7,0.69,1.5
07/01/1989,8.2,1.8,13.7,2610,7.8,1.08,4.7
08/01/1989,-3.5,-7.2,8.4,8010,0.3,0.23,6.4
09/01/1989,-6.5,-10.3,-2.5,10070,0.0,0.15,3.3
10/01/1989,-0.9,-4.1,4.5,9230,0.0,0.35,3.8
11/01/1989,1.2,-3.8,6.4,6930,0.2,0.59,3.6
12/01/1989,3.0,-4.2,7.4,7510,0.7,0.64,4.0
13/01/1989,-3.8,-6.4,0.4,10600,0.0,0.26,2.1
14/01/1989,-2.8,-5.9,-0.4,1750,7.0,0.39,2.7
15/01/1989,-0.8,-3.2,2.2,8290,0.0,0.48,3.1
16/01/1989,-0.8,-4.7,4.1,10670,0.0,0.39,3.8
17/01/1989,2.3,-0.9,6.3,10430,0.0,0.5,4.3
18/01/1989,4.2,1.5,8.6,10250,0.0,0.6,4.6
19/01/1989,3.4,-3.2,10.2,10630,0.0,0.53,3.6
20/01/1989,0.3,-4.7,5.6,6210,0.0,0.37,4.8
21/01/1989,-3.5,-7.3,1.8,11130,0.0,0.26,2.3
22/01/1989,1.2,-2.8,7.6,11370,0.0,0.35,4.1
23/01/1989,3.7,-1.1,9.4,9560,0.0,0.56,3.3
24/01/1989,7.1,2.3,11.7,8320,0.5,0.75,1.8
25/01/1989,9.1,5.4,13.2,3480,7.3,1.06,3.1
26/01/1989,6.1,-0.4,12.6,4120,8.1,0.85,3.8
27/01/1989,1.9,-2.5,8.5,11620,0.0,0.42,3.4
28/01/1989,4.6,-0.3,10.9,11570,0.5,0.55,3.3
29/01/1989,6.4,4.9,8.2,1640,0.5,0.76,3.0
30/01/1989,5.5,3.1,8.7,7950,0.1,0.63,3.6
31/01/1989,8.8,2.3,16.5,12040,0.0,0.73,5.2
01/02/1989,7.2,2.0,11.9,10050,0.0,0.72,4.3
02/02/1989,0.8,-1.1,3.4,3830,2.8,0.5,2.5
03/02/1989,-3.3,-7.1,-1.2,6660,0.0,0.32,3.8
04/02/1989,-6.6,-7.6,-4.7,4920,1.0,0.22,2.4
05/02/1989,-8.4,-14.1,-5.1,5730,7.6,0.27,2.7
06/02/1989,-16.8,-19.6,-14.9,8020,2.4,0.13,3.5
07/02/1989,-15.2,-19.1,-12.2,14540,0.0,0.15,3.4
08/02/1989,-12.0,-16.3,-9.3,14790,0.0,0.19,5.2
09/02/1989,-17.4,-22.6,-10.4,15000,0.0,0.12,4.1
10/02/1989,-9.5,-13.1,-7.2,15260,0.0,0.23,3.7
11/02/1989,-6.0,-9.2,-3.5,15240,0.0,0.32,3.1
12/02/1989,-6.6,-10.5,-1.5,15350,0.0,0.28,2.1
13/02/1989,1.3,-3.4,4.2,3330,6.3,0.6,3.9
14/02/1989,1.2,-0.4,3.8,10960,0.1,0.52,2.2
15/02/1989,0.7,-2.4,2.7,3980,5.2,0.58,2.2
16/02/1989,-2.8,-5.9,1.2,15130,0.0,0.34,3.0
17/02/1989,-4.8,-7.6,-0.6,13530,0.0,0.26,3.0
18/02/1989,-4.3,-8.3,0.4,13850,0.0,0.27,2.0
19/02/1989,-0.3,-2.8,2.9,7880,0.1,0.4,1.6
20/02/1989,1.0,-1.8,3.6,4170,3.5,0.61,1.6
21/02/1989,-0.2,-3.0,2.0,8410,0.7,0.52,3.4
22/02/1989,-5.4,-10.7,-3.1,10020,0.5,0.29,4.1
23/02/1989,-11.5,-14.9,-7.1,15990,0.0,0.14,3.9
24/02/1989,-7.5,-11.9,-2.0,16950,0.0,0.17,1.4
25/02/1989,0.4,-5.2,8.0,15350,0.0,0.35,3.6
26/02/1989,-0.4,-3.8,2.0,7470,1.1,0.43,4.4
27/02/1989,-3.8,-7.2,0.2,15510,0.0,0.27,1.7
28/02/1989,-2.3,-6.9,4.5,15570,0.0,0.29,3.2
01/03/1989,-5.6,-9.5,-1.4,15730,0.0,0.18,2.6
02/03/1989,-3.1,-6.9,1.1,10600,0.0,0.23,2.2
03/03/1989,5.5,-1.4,12.7,9270,0.6,0.56,4.0
04/03/1989,8.9,1.7,11.0,2180,5.0,1.07,3.4
05/03/1989,-4.3,-6.8,1.0,2190,9.4,0.39,5.0
06/03/1989,-5.9,-7.5,-4.2,4460,18.2,0.26,5.7
07/03/1989,-8.5,-12.0,-4.5,19930,0.0,0.19,3.2
08/03/1989,-8.1,-14.8,-0.4,18150,0.0,0.24,2.0
09/03/1989,-2.1,-7.0,3.8,19070,0.0,0.4,1.4
10/03/1989,1.8,-5.7,11.9,17980,0.0,0.51,2.2
11/03/1989,8.0,2.1,17.6,18450,0.0,0.74,2.6
12/03/1989,3.6,-0.5,8.8,15350,0.0,0.55,3.7
13/03/1989,5.8,1.1,11.7,14290,0.0,0.59,1.8
14/03/1989,11.4,4.3,19.8,11820,2.7,1.16,4.5
15/03/1989,4.4,0.9,14.1,9710,0.0,0.43,5.3
16/03/1989,3.0,-4.6,10.8,20600,0.0,0.44,3.2
17/03/1989,9.5,0.3,19.0,14520,6.4,0.8,3.2
18/03/1989,-1.1,-4.1,7.4,14190,5.2,0.41,4.2
19/03/1989,-1.0,-7.1,4.7,19170,0.0,0.32,1.6
20/03/1989,1.8,-1.1,3.3,3890,9.6,0.55,3.3
21/03/1989,-3.4,-7.0,-0.1,22550,0.0,0.28,3.6
22/03/1989,-2.3,-7.7,3.7,22640,0.0,0.29,2.1
23/03/1989,2.9,-3.6,10.7,22360,0.0,0.45,2.5
24/03/1989,6.8,-1.6,15.8,19790,0.0,0.65,2.0
25/03/1989,12.6,8.1,19.4,21810,0.0,1.02,2.8
26/03/1989,14.7,7.8,22.7,21180,0.0,1.19,3.0
27/03/1989,16.7,12.4,22.7,16420,3.0,1.52,4.2
28/03/1989,17.7,15.6,21.1,8410,9.9,1.76,4.8
29/03/1989,13.0,9.5,15.8,8600,2.5,1.23,3.2
30/03/1989,8.6,5.6,13.1,11900,0.7,0.84,3.7
31/03/1989,3.5,1.7,5.9,12660,3.1,0.55,4.3
01/04/1989,3.8,-3.7,9.9,20290,0.3,0.49,2.3
02/04/1989,7.9,6.4,9.1,3540,25.8,0.86,3.7
03/04/1989,10.0,6.0,14.5,8200,23.3,1.1,2.6
04/04/1989,11.1,6.8,16.7,19900,9.9,0.93,4.1
05/04/1989,6.7,4.0,9.7,15250,1.6,0.64,3.3
06/04/1989,5.8,-0.2,11.5,21180,0.4,0.61,1.9
07/04/1989,4.2,-2.1,9.7,21320,2.0,0.61,1.6
08/04/1989,4.2,1.5,8.6,12760,7.3,0.64,3.2
09/04/1989,1.2,-3.4,5.3,21440,0.4,0.34,4.6
10/04/1989,-0.3,-5.9,4.7,20960,0.0,0.28,2.2
11/04/1989,2.1,-4.7,8.5,19650,0.0,0.36,2.7
12/04/1989,6.2,2.5,11.2,13660,0.9,0.48,4.2
13/04/1989,4.5,-1.9,10.3,26070,0.0,0.45,1.2
14/04/1989,9.6,2.4,18.0,23290,1.7,0.67,3.7
15/04/1989,11.2,5.6,16.2,24150,2.8,0.86,2.0
16/04/1989,11.5,2.3,19.8,24770,0.0,0.77,3.3
17/04/1989,12.6,4.5,18.2,11020,8.9,0.97,4.0
