location,SMDRY,SMW,SMFC,SMO,CRAIRC,SMI,SMLOWI,RDMSO,RUNFR,CFEV,KSUB,NMINS,PMINS,KMINS,RTNMINS,RTPMINS,RTKMINS
0,0.084849,0.169697,0.359652,0.510219,0.07,0.359652,0.359652,2.0,0.0,2.0,229.5,3.0,3.0,3.0,0.025,0.025,0.025
