site,year,month,day,tx,tn,p,rad
Indiana,1972,1,1,6.623,-2.085,0,7.45
Indiana,1972,1,2,2.45,-3.212,3.31355929370147,9.44
Indiana,1972,1,3,5.36,-2.956,0,8.31
Indiana,1972,1,4,1.002,-4.786,5.40760755529845,2.37
Indiana,1972,1,5,-5.355,-17.217,1.77676797511594,9.63
Indiana,1972,1,6,-3.036,-13.748,0,9.93
Indiana,1972,1,7,0.775,-3.964,0,9.5
Indiana,1972,1,8,4.655,-10.63,0,9.51
Indiana,1972,1,9,7.593,3.649,1.32133364667197,4.15
Indiana,1972,1,10,7.777,-1.631,0,9.46
Indiana,1972,1,11,6.33,-5.337,0,6.81
Indiana,1972,1,12,8.85,-4.509,0,8.53
Indiana,1972,1,13,8.25,-6.427,10.9769344329784,4.13
Indiana,1972,1,14,-6.824,-17.374,0,10.87
Indiana,1972,1,15,-18.301,-26.307,0,11.49
Indiana,1972,1,16,-11.899,-30.803,0,10.66
Indiana,1972,1,17,0.402,-11.904,0,10.76
Indiana,1972,1,18,8.435,-0.785,0,3.88
Indiana,1972,1,19,8.995,-3.265,0,9.79
Indiana,1972,1,20,7.272,-0.684,2.26418972010833,3.86
Indiana,1972,1,21,5.527,-3.938,0,7.56
Indiana,1972,1,22,8.348,2.665,2.38276392013859,2.34
Indiana,1972,1,23,3.873,-2.611,3.11960076857076,3.68
Indiana,1972,1,24,13.159,-4.339,2.62364900765988,2.19
Indiana,1972,1,25,7.439,-15.691,0,11.93
Indiana,1972,1,26,-5.966,-12.962,0,10.02
Indiana,1972,1,27,-6.251,-11.45,6.1834096908342,3.12
Indiana,1972,1,28,-7.88,-16.677,2.88891100899491,11.97
Indiana,1972,1,29,-10.264,-22.317,0,12.34
Indiana,1972,1,30,-12.836,-16.131,0,12.81
Indiana,1972,1,31,-0.677,-20.341,0,11.68
Indiana,1972,2,1,0.74,-11.781,0,8.66
Indiana,1972,2,2,2.24,-5.084,0,10.39
Indiana,1972,2,3,0.642,-9.5,4.42036986351013,7.62
Indiana,1972,2,4,-10.572,-18.998,0,11.97
Indiana,1972,2,5,-3.044,-23.036,0,13.14
Indiana,1972,2,6,0.542,-8.116,4.67950999736289,6.28
Indiana,1972,2,7,-9.377,-20.828,0,14.75
Indiana,1972,2,8,-12.179,-25.619,0,12.61
Indiana,1972,2,9,-9.619,-20.643,0,14.39
Indiana,1972,2,10,-6.778,-18.281,0,9.95
Indiana,1972,2,11,0.588,-8.84,0,12.74
Indiana,1972,2,12,3.628,-0.985,0,11.53
Indiana,1972,2,13,1.306,-1.62,0,7.46
Indiana,1972,2,14,9.969,-4.738,0,14.58
Indiana,1972,2,15,5.938,-1.449,3.28867786282672,7.21
Indiana,1972,2,16,3.974,-7.408,0,14.73
Indiana,1972,2,17,10.228,-2.196,0,11.71
Indiana,1972,2,18,5.343,-5.156,3.05338501920005,6.23
Indiana,1972,2,19,-3.827,-8.862,0,14.96
Indiana,1972,2,20,0.877,-13.284,0,15.88
Indiana,1972,2,21,12.734,-1.302,0,9.34
Indiana,1972,2,22,6.996,-10.975,0,16.45
Indiana,1972,2,23,2.241,-4.982,5.26320934295654,3.5
Indiana,1972,2,24,2.114,-3.318,0,9.44
Indiana,1972,2,25,4.632,-4.327,0,12.11
Indiana,1972,2,26,0.961,-5.058,3.39076855590292,17.14
Indiana,1972,2,27,8.188,-6.929,0,15.03
Indiana,1972,2,28,16.679,-2.035,0,14.07
Indiana,1972,2,29,19.47,-0.94,0,16.29
Indiana,1972,3,1,17.309,12.787,0,5.73
Indiana,1972,3,2,14.318,-10.082,7.4013818630192,9.02
Indiana,1972,3,3,3.048,-10.532,0,17.88
Indiana,1972,3,4,3.49,-1.981,1.0889881675098,8.44
Indiana,1972,3,5,-2.038,-11.563,0,18.19
Indiana,1972,3,6,10.648,-7.968,0,14.03
Indiana,1972,3,7,12.692,5.824,0,9.4
Indiana,1972,3,8,3.974,-8.915,0,18.08
Indiana,1972,3,9,5.354,-7.725,0,10.43
Indiana,1972,3,10,2.884,-8.459,0,19.53
Indiana,1972,3,11,19.88,-1.377,0,18.14
Indiana,1972,3,12,19.101,12.461,0,10.02
Indiana,1972,3,13,13.696,1.862,43.2168900966303,2.91
Indiana,1972,3,14,5.564,-3.165,1.60089135005137,13.13
Indiana,1972,3,15,8.212,-4.309,1.05992257590515,7.71
Indiana,1972,3,16,9.579,1.957,6.16121292102889,10.4
Indiana,1972,3,17,9.676,1.723,1.9773870705535,10.87
Indiana,1972,3,18,5.949,-3.326,0,20.8
Indiana,1972,3,19,9.708,-5.645,0,20.64
Indiana,1972,3,20,19.527,3.387,1.25689595688527,19.23
Indiana,1972,3,21,18.849,11.54,2.03544199302996,9.61
Indiana,1972,3,22,12.648,2.653,2.58325507400059,7.76
Indiana,1972,3,23,1.833,-7.085,0,20.51
Indiana,1972,3,24,3.566,-8.353,0,21.29
Indiana,1972,3,25,6.881,-3.947,0,17.15
Indiana,1972,3,26,9.287,-5.32,0,18.84
Indiana,1972,3,27,9.368,1.42,8.76837372777572,8.93
Indiana,1972,3,28,8.323,-0.251,0,14.5
Indiana,1972,3,29,5.58,-1.1,11.3717287777035,6.14
Indiana,1972,3,30,4.798,-4.778,0,23.22
Indiana,1972,3,31,10.286,-3.208,0,21.65
Indiana,1972,4,1,4.482,-1.779,4.16038919900075,17.29
Indiana,1972,4,2,4.942,-2.576,0,14.24
Indiana,1972,4,3,12.962,-3.948,1.05321743285458,17.18
Indiana,1972,4,4,8.707,-4.612,3.31572328104812,24.35
Indiana,1972,4,5,14.558,0.462,0,23.31
Indiana,1972,4,6,21.136,5.11,0,19.7
Indiana,1972,4,7,16.748,-4.856,21.7632353305817,3.83
Indiana,1972,4,8,1.479,-9.663,0,25.21
Indiana,1972,4,9,9.011,-6.168,0,25.07
Indiana,1972,4,10,17.685,2.365,0,18.23
Indiana,1972,4,11,17.163,5.296,0,18.73
Indiana,1972,4,12,22.16,9.579,6.06068372725943,15.83
Indiana,1972,4,13,24.733,15.836,16.7174224865612,23.7
Indiana,1972,4,14,20.156,6.845,2.32034325599173,9.56
Indiana,1972,4,15,18.347,12.301,3.36094498629791,16.44
Indiana,1972,4,16,16.912,7.982,40.1782572268417,16.98
Indiana,1972,4,17,19.774,2.826,0,25.73
Indiana,1972,4,18,22.99,7.774,0,25.92
Indiana,1972,4,19,25.091,15.427,4.50668036864954,18.63
Indiana,1972,4,20,19.296,6.657,35.2200528647586,14.58
Indiana,1972,4,21,12.032,5.189,15.1213258504868,4.92
Indiana,1972,4,22,16.231,6.171,7.72379636754295,16.89
Indiana,1972,4,23,14.114,3.941,0,21.14
Indiana,1972,4,24,11.008,2.48,0,18.31
Indiana,1972,4,25,11.71,-1.023,0,27.85
Indiana,1972,4,26,15.496,-1.956,0,27.93
Indiana,1972,4,27,17.731,1.076,0,27.42
Indiana,1972,4,28,19.435,7.73,0,24.09
Indiana,1972,4,29,16.075,10.893,3.34601402278167,11.62
Indiana,1972,4,30,21.732,10.129,2.06510248085578,20.87
Indiana,1972,5,1,20.53,14.248,10.1745814084957,14.05
Indiana,1972,5,2,19.394,14.53,0,22.22
Indiana,1972,5,3,15.489,6.016,0,18.71
Indiana,1972,5,4,18.341,5.933,0,25.26
Indiana,1972,5,5,20.143,5.832,0,25.48
Indiana,1972,5,6,25.441,14.224,0,25.11
Indiana,1972,5,7,22.491,13.434,6.19625940527158,15.02
Indiana,1972,5,8,17.518,11.368,3.41727857340857,7.03
Indiana,1972,5,9,15.903,6.297,4.74531015714774,26
Indiana,1972,5,10,16.832,2.418,0,29.14
Indiana,1972,5,11,19.638,4.799,0,28.69
Indiana,1972,5,12,22.758,8.611,0,28.75
Indiana,1972,5,13,21.767,12.756,9.13327932357788,9.8
Indiana,1972,5,14,21.862,13.744,10.4952573774995,20.24
Indiana,1972,5,15,17.835,10.563,1.33076896565854,13.04
Indiana,1972,5,16,21.104,10.687,0,24.09
Indiana,1972,5,17,23.436,7.637,0,26.84
Indiana,1972,5,18,26.212,11.289,0,28.66
Indiana,1972,5,19,26.145,13.347,0,28.93
Indiana,1972,5,20,26.924,11.786,0,28.99
Indiana,1972,5,21,28.809,11.767,0,27.3
Indiana,1972,5,22,27.205,16.089,0,28.96
Indiana,1972,5,23,27.777,13.899,0,27.37
Indiana,1972,5,24,28.37,15.585,0,29.55
Indiana,1972,5,25,29.302,14.911,0,29.17
Indiana,1972,5,26,29.086,13.659,0,29.09
Indiana,1972,5,27,28.563,16.126,0,27.5
Indiana,1972,5,28,28.232,15.196,0,28.94
Indiana,1972,5,29,27.284,16.796,9.09844934940196,19
Indiana,1972,5,30,21.607,10.724,13.402134180069,17.79
Indiana,1972,5,31,13.948,6.42,1.27636194218894,8.79
Indiana,1972,6,1,22.422,7.328,0,29.94
Indiana,1972,6,2,27.396,13.148,0,23.93
Indiana,1972,6,3,30.303,17.544,0,27.28
Indiana,1972,6,4,29.866,18.741,3.07082533834091,27.62
Indiana,1972,6,5,27.37,15.663,0,22.03
Indiana,1972,6,6,27.226,19.157,10.5020139317844,26.71
Indiana,1972,6,7,25.298,13.435,0,30.09
Indiana,1972,6,8,24.214,14.759,0,19.84
Indiana,1972,6,9,27.974,16.646,5.36087908585614,22.93
Indiana,1972,6,10,20.038,10.911,5.69040220705119,30.35
Indiana,1972,6,11,20.926,6.064,0,30.54
Indiana,1972,6,12,27.388,12.984,0,24.44
Indiana,1972,6,13,29.794,20.195,3.25100806708178,23.78
Indiana,1972,6,14,30.776,22.665,1.1396132919117,25.53
Indiana,1972,6,15,28.265,17.686,12.142753655155,19.5
Indiana,1972,6,16,24.583,15.285,0,26.66
Indiana,1972,6,17,22.132,9.768,0,23.44
Indiana,1972,6,18,25.865,11.857,0,28.83
Indiana,1972,6,19,29.982,17.071,0,25.23
Indiana,1972,6,20,28.576,20.441,1.35729103658377,21.38
Indiana,1972,6,21,24.801,12.77,0,25.72
Indiana,1972,6,22,18.349,9.714,0,27.12
Indiana,1972,6,23,17.417,8.714,0,27.56
Indiana,1972,6,24,18.45,10.983,0,15.95
Indiana,1972,6,25,22.176,10.738,0,16.03
Indiana,1972,6,26,25.719,13.46,0,21.84
Indiana,1972,6,27,28.896,13.159,0,28.06
Indiana,1972,6,28,28.71,17.349,2.24217176435104,18.42
Indiana,1972,6,29,24.434,17.361,7.50451191208867,14.04
Indiana,1972,6,30,28.628,16.354,0,24.91
Indiana,1972,7,1,31.674,19.152,0,28.93
Indiana,1972,7,2,30.059,19.996,1.13686919212341,20.48
Indiana,1972,7,3,25.081,17.042,6.16444647300796,16.83
Indiana,1972,7,4,22.498,13.305,1.29449047545904,15.99
Indiana,1972,7,5,20.641,9.328,0,18.35
Indiana,1972,7,6,23.126,8.087,0,28.11
Indiana,1972,7,7,25.269,13.886,1.10121629245441,23.93
Indiana,1972,7,8,26.884,15.412,0,23.94
Indiana,1972,7,9,26.402,19.116,2.09269225592834,13.76
Indiana,1972,7,10,31.095,19.799,0,24.35
Indiana,1972,7,11,32.21,21.341,0,26.88
Indiana,1972,7,12,31.277,21.099,0,26.42
Indiana,1972,7,13,31.054,20.819,0,23.43
Indiana,1972,7,14,31.539,23.404,0,25.03
Indiana,1972,7,15,30.131,24.496,1.84046315371234,14.83
Indiana,1972,7,16,27.508,18.521,0,18.72
Indiana,1972,7,17,30.401,18.262,0,23.56
Indiana,1972,7,18,31.412,23.699,3.1851149784643,22.21
Indiana,1972,7,19,30.631,21.769,10.2697432041055,22.85
Indiana,1972,7,20,32.718,22.677,0,26.42
Indiana,1972,7,21,32.68,23.42,0,24.36
Indiana,1972,7,22,32.876,23.727,0,24.46
Indiana,1972,7,23,32.945,22.822,1.60812139500877,24.33
Indiana,1972,7,24,28.957,21.404,15.8268004655788,15.65
Indiana,1972,7,25,26.634,20.316,0,25.72
Indiana,1972,7,26,25.345,14.022,1.5607297420388,19.07
Indiana,1972,7,27,24.004,18.511,4.39496636380454,14.32
Indiana,1972,7,28,24.617,16.808,0,23.59
Indiana,1972,7,29,25.394,15.658,0,24.7
Indiana,1972,7,30,26.659,14.738,0,26.6
Indiana,1972,7,31,28.387,15.938,0,25.73
Indiana,1972,8,1,27.149,17.679,0,15.69
Indiana,1972,8,2,28.209,20.044,4.54336404800415,14.79
Indiana,1972,8,3,26.892,19.226,3.13753485676216,11.72
Indiana,1972,8,4,22.369,15.995,1.3394892215679,14.01
Indiana,1972,8,5,24.578,11.109,0,27.3
Indiana,1972,8,6,27.428,17.478,10.590588733578,9.76
Indiana,1972,8,7,24.422,18.704,14.9335205554912,15.32
Indiana,1972,8,8,22.84,14.668,2.43154168123283,11.15
Indiana,1972,8,9,21.565,11.273,0,22.09
Indiana,1972,8,10,22.229,8.582,0,26.8
Indiana,1972,8,11,26.865,13.388,0,22.96
Indiana,1972,8,12,27.057,19.556,18.5072592921074,15.96
Indiana,1972,8,13,29.288,17.91,1.23967230314292,21.82
Indiana,1972,8,14,30.023,20.516,1.60657791101571,21.15
Indiana,1972,8,15,26.672,21.679,1.57105997850948,13.58
Indiana,1972,8,16,29.239,14.339,0,23.91
Indiana,1972,8,17,31.807,22.202,0,22.52
Indiana,1972,8,18,31.942,22.643,0,23.54
Indiana,1972,8,19,30.016,22.106,4.00584022997919,17.91
Indiana,1972,8,20,29.061,19.462,0,23.47
Indiana,1972,8,21,30.876,20.734,0,23.39
Indiana,1972,8,22,30.188,23.132,9.02160406110397,20.85
Indiana,1972,8,23,27.423,21.519,12.8753781318665,12.65
Indiana,1972,8,24,25.961,20.41,10.3655288134519,17.4
Indiana,1972,8,25,28.716,17.808,2.4753382289191,20.71
Indiana,1972,8,26,24.286,20.417,6.09001489181082,15.95
Indiana,1972,8,27,23.34,19.175,1.64548440221779,12.91
Indiana,1972,8,28,26.981,16.785,0,20.65
Indiana,1972,8,29,29.09,15.491,0,22.12
Indiana,1972,8,30,29.057,16.758,0,22.84
Indiana,1972,8,31,28.464,17.098,0,20.62
Indiana,1972,9,1,28.023,17.236,1.12612524160838,19.66
Indiana,1972,9,2,24.294,14.239,9.63962972163657,5.89
Indiana,1972,9,3,17.385,13.129,1.23095810408813,5.54
Indiana,1972,9,4,20.971,11.549,0,19.99
Indiana,1972,9,5,23.052,10.867,0,21.34
Indiana,1972,9,6,24.711,12.195,0,22.27
Indiana,1972,9,7,27.341,16.525,0,15.22
Indiana,1972,9,8,25.475,20.709,9.51491594304343,15.18
Indiana,1972,9,9,22.326,14.694,0,20.69
Indiana,1972,9,10,23.451,10.806,0,21.2
Indiana,1972,9,11,28.309,15.039,0,16.4
Indiana,1972,9,12,27.653,20.027,4.56930696782365,14.99
Indiana,1972,9,13,30.544,22.328,0,18.41
Indiana,1972,9,14,25.659,21.029,33.4200710058212,10.43
Indiana,1972,9,15,23.93,10.922,0,17.77
Indiana,1972,9,16,27.229,16.451,0,19.78
Indiana,1972,9,17,29.12,21.676,0,18.22
Indiana,1972,9,18,28.959,20.711,0,12.23
Indiana,1972,9,19,26.962,19.162,0,13.73
Indiana,1972,9,20,27.346,14.374,0,19.12
Indiana,1972,9,21,23.538,15.04,3.38397140575353,5.59
Indiana,1972,9,22,19.311,9.666,0,20.35
Indiana,1972,9,23,18.798,11.365,14.2567187547797,4.78
Indiana,1972,9,24,24.156,18.03,4.82925176619986,8.85
Indiana,1972,9,25,23.284,19.55,8.50159525862182,5.25
Indiana,1972,9,26,25.183,20.122,8.03349018093513,8.26
Indiana,1972,9,27,21.388,15.976,0,4
Indiana,1972,9,28,24.543,15.146,0,12.8
Indiana,1972,9,29,22.366,14.179,5.43231905840003,5.23
Indiana,1972,9,30,12.871,5.334,2.69415378570059,18.69
Indiana,1972,10,1,18.786,5.924,0,17.27
Indiana,1972,10,2,22.243,9.788,0,17.57
Indiana,1972,10,3,22.267,12.658,0,15.33
Indiana,1972,10,4,19.779,14.652,7.26854801177979,7.81
Indiana,1972,10,5,19.643,11.989,0,7.57
Indiana,1972,10,6,20.247,11.287,0,9.29
Indiana,1972,10,7,16.38,10.542,0,14.81
Indiana,1972,10,8,20.652,9.388,0,16.73
Indiana,1972,10,9,15.393,6.023,0,16.38
Indiana,1972,10,10,17.832,5.748,0,14.67
Indiana,1972,10,11,20.811,13.089,8.23768973350525,9.54
Indiana,1972,10,12,18.473,13.386,13.3847415446553,10.92
Indiana,1972,10,13,14.754,6.471,0,14.08
Indiana,1972,10,14,19.031,10.794,0,10.84
Indiana,1972,10,15,12.679,3.325,0,15.54
Indiana,1972,10,16,18.733,8.614,1.70291066160644,14.4
Indiana,1972,10,17,16.716,5.458,0,15.62
Indiana,1972,10,18,5.35,1.938,3.07275354850844,3.54
Indiana,1972,10,19,5.742,-0.966,0,15.65
Indiana,1972,10,20,9.374,-2.777,0,13.88
Indiana,1972,10,21,9.854,5.985,4.05897307331315,1.58
Indiana,1972,10,22,16.369,9.278,15.2239799499512,3.11
Indiana,1972,10,23,15.612,8.156,6.49935967066995,4.4
Indiana,1972,10,24,8.273,6.288,0,2.01
Indiana,1972,10,25,8.345,4.826,0,7.68
Indiana,1972,10,26,12.324,1.297,0,14.2
Indiana,1972,10,27,15.056,2.681,1.21015310287476,6.17
Indiana,1972,10,28,12.669,10.673,2.27239727973938,1.57
Indiana,1972,10,29,10.771,7.785,1.08863413333893,5.17
Indiana,1972,10,30,10.671,6.627,0,3.98
Indiana,1972,10,31,9.18,6.368,0,1.42
Indiana,1972,11,1,12.548,7.386,5.85886836051941,2.15
Indiana,1972,11,2,18.108,10.459,9.34005464080201,11.39
Indiana,1972,11,3,11.21,4.139,0,5.92
Indiana,1972,11,4,8.396,4.966,0,6.53
Indiana,1972,11,5,10.938,2.162,0,10.85
Indiana,1972,11,6,16.028,3.393,0,11.15
Indiana,1972,11,7,12.826,8.939,16.9486641883623,1.04
Indiana,1972,11,8,8.494,5.98,0,4.09
Indiana,1972,11,9,9.405,5.806,0,5.63
Indiana,1972,11,10,8.751,4.005,4.6161481036151,3.42
Indiana,1972,11,11,8.126,4.25,0,7.73
Indiana,1972,11,12,8.061,3.493,0,4.94
Indiana,1972,11,13,6.303,4.556,21.3842609759354,0.71
Indiana,1972,11,14,4.802,1.09,18.9613759517329,3.64
Indiana,1972,11,15,2.095,-2.005,0,10.68
Indiana,1972,11,16,3.339,-3.291,0,7.34
Indiana,1972,11,17,3.211,-1.581,0,6.55
Indiana,1972,11,18,3.377,-1.354,0,7.79
Indiana,1972,11,19,2.01,0.716,8.66301655770485,1.97
Indiana,1972,11,20,4.787,-0.857,1.19999051094055,8.69
Indiana,1972,11,21,3.377,-0.885,0,4.9
Indiana,1972,11,22,2.455,-4.334,0,8.1
Indiana,1972,11,23,0.061,-4.674,0,7.58
Indiana,1972,11,24,5.899,-4.441,0,10.34
Indiana,1972,11,25,1.959,0.484,7.19411207711573,2.63
Indiana,1972,11,26,0.738,-0.91,5.46180009837371,4.6
Indiana,1972,11,27,1.158,-2.684,1.9996136426812,7.98
Indiana,1972,11,28,-1.256,-5.343,0,9.97
Indiana,1972,11,29,0.548,-8.59,0,9.43
Indiana,1972,11,30,2.332,-5.772,0,10.04
Indiana,1972,12,1,4.518,-4.254,0,5.51
Indiana,1972,12,2,9.674,-9.708,0,9.41
Indiana,1972,12,3,7.531,-0.148,0,7.12
Indiana,1972,12,4,-0.906,-4.949,7.91001356935794,1.42
Indiana,1972,12,5,1.444,-3.975,0,5.16
Indiana,1972,12,6,0.769,-12.81,13.6590003967285,8.89
Indiana,1972,12,7,-5.622,-20.667,0,9.36
Indiana,1972,12,8,0.686,-5.706,4.60041463367133,3.37
Indiana,1972,12,9,-0.328,-9.249,0,6.53
Indiana,1972,12,10,-6.817,-12.995,2.01684236526489,6.14
Indiana,1972,12,11,-11.721,-23.356,0,9.08
Indiana,1972,12,12,2.541,-10.873,16.4009779691128,1.31
Indiana,1972,12,13,1.744,-7.943,5.86627423763275,5.07
Indiana,1972,12,14,-5.64,-9.612,0,5.24
Indiana,1972,12,15,-4.216,-8.982,2.03921681543306,4.44
Indiana,1972,12,16,-9.403,-17.234,0,9.41
Indiana,1972,12,17,-8.977,-23.622,0,9.59
Indiana,1972,12,18,1.507,-9.053,0,8.5
Indiana,1972,12,19,2.636,0.22,1.71064138402244,2.09
Indiana,1972,12,20,2.616,0.655,1.8275469595892,1.56
Indiana,1972,12,21,2.572,0.805,0,3.31
Indiana,1972,12,22,2.38,-0.751,0,4.14
Indiana,1972,12,23,3.34,-1.318,0,4.87
Indiana,1972,12,24,2.523,-0.994,1.14831328392029,2.89
Indiana,1972,12,25,2.861,-1.033,0,4.68
Indiana,1972,12,26,1.315,-2.421,2.31990758732081,3.2
Indiana,1972,12,27,5.903,-6.51,0,8.8
Indiana,1972,12,28,5.205,-1.646,0,7.13
Indiana,1972,12,29,8.325,-0.51,5.30790131506365,3.62
Indiana,1972,12,30,13.056,8.624,13.3423389059999,1.97
Indiana,1972,12,31,12.292,-0.354,3.21233678829458,8.93
Indiana,1973,1,1,1.352,-4.766,0,9.38
Indiana,1973,1,2,0.964,-7.032,0,9.63
Indiana,1973,1,3,6.276,-4.823,14.9137220161037,1.29
Indiana,1973,1,4,8.096,-3.863,3.51611179809197,4.48
Indiana,1973,1,5,-4.465,-10.714,0,6.53
Indiana,1973,1,6,-5.74,-11.155,0,7.08
Indiana,1973,1,7,-4.421,-9.237,0,5.55
Indiana,1973,1,8,-2.823,-6.848,0,7.53
Indiana,1973,1,9,-5.419,-11.774,0,10.12
Indiana,1973,1,10,-6.065,-13.912,0,7.6
Indiana,1973,1,11,-5.529,-9.908,0,9.49
Indiana,1973,1,12,-1.379,-12.177,0,10.32
Indiana,1973,1,13,3.926,-5.856,0,10.06
Indiana,1973,1,14,5.618,-3.02,0,7.74
Indiana,1973,1,15,3.472,-0.077,1.24239623539779,4.39
Indiana,1973,1,16,9.647,-0.355,0,10.16
Indiana,1973,1,17,13.05,4.116,0,5.77
Indiana,1973,1,18,14.068,7.362,0,5.63
Indiana,1973,1,19,12.005,0.103,2.88033735728277,3.91
Indiana,1973,1,20,2.579,-3.804,0,8.32
Indiana,1973,1,21,3.665,-3.831,9.12553880260702,2.72
Indiana,1973,1,22,7.421,2.953,5.90677717826793,4.05
Indiana,1973,1,23,2.087,-1.434,1.66867180723784,3.25
Indiana,1973,1,24,5.075,-4.843,0,11.31
Indiana,1973,1,25,11.407,-2.62,0,11.31
Indiana,1973,1,26,9.843,-2.414,0,4.78
Indiana,1973,1,27,9.783,0.606,0,7.34
Indiana,1973,1,28,6.294,-3.595,9.24240350718719,2.28
Indiana,1973,1,29,-2.485,-6.856,0,10.58
Indiana,1973,1,30,1.046,-8.761,0,12.31
Indiana,1973,1,31,5.335,-4.024,0,6.05
Indiana,1973,2,1,9.933,4.523,6.6893982072429,2.32
Indiana,1973,2,2,10.665,4.368,7.82880726592339,2.62
Indiana,1973,2,3,6.205,-2.045,1.20686306036077,12.66
Indiana,1973,2,4,11.615,-0.638,0,12.19
Indiana,1973,2,5,11.917,0.745,0,10.98
Indiana,1973,2,6,8.008,2.241,0,5.81
Indiana,1973,2,7,4.189,-1.051,1.85925960539635,3.4
Indiana,1973,2,8,-0.065,-7.974,2.00664778014925,10.86
Indiana,1973,2,9,-3.103,-12.282,0,14.5
Indiana,1973,2,10,-1.417,-10.671,0,9.84
Indiana,1973,2,11,0.248,-9.681,0,14.11
Indiana,1973,2,12,5.197,-7.637,0,14.65
Indiana,1973,2,13,3.646,-3.179,1.21109783646034,4.14
Indiana,1973,2,14,3.353,0.926,2.42597601379657,1.64
Indiana,1973,2,15,2.192,-6.392,3.82308377243135,7.33
Indiana,1973,2,16,-7.288,-13.221,0,9.8
Indiana,1973,2,17,-3.67,-13.652,0,15.65
Indiana,1973,2,18,2.384,-6.636,0,12.6
Indiana,1973,2,19,6.309,-2.564,0,12.15
Indiana,1973,2,20,3.533,0.276,1.72289499003497,9.24
Indiana,1973,2,21,0.646,-2.97,0,12.27
Indiana,1973,2,22,6.463,-7.512,0,12.84
Indiana,1973,2,23,4.259,-2.756,0,10.79
Indiana,1973,2,24,8.862,-4.725,0,16.18
Indiana,1973,2,25,12.767,0.178,0,12.45
Indiana,1973,2,26,8.569,-1.451,0,3.58
Indiana,1973,2,27,4.819,-3.242,0,14.16
Indiana,1973,2,28,8.972,-5.046,0,16.51
Indiana,1973,3,1,12.579,0.875,0,12.95
Indiana,1973,3,2,13.161,5.294,1.20046722742018,7.46
Indiana,1973,3,3,13.538,8.642,3.2909155543166,4.03
Indiana,1973,3,4,12.336,7.259,0,4.23
Indiana,1973,3,5,14.825,7.741,13.1201177834441,7.91
Indiana,1973,3,6,20.903,4.752,0,14.7
Indiana,1973,3,7,18.849,11.296,15.3624117373852,14.69
Indiana,1973,3,8,16.485,3.324,0,18.35
Indiana,1973,3,9,11.897,3.579,11.729071321497,3.51
Indiana,1973,3,10,19.588,7.969,4.86386936546523,6.14
Indiana,1973,3,11,18.52,13.725,34.9966919753797,7.48
Indiana,1973,3,12,12.846,6.656,0,9.59
Indiana,1973,3,13,16.661,3.805,0,14.09
Indiana,1973,3,14,20.689,13.81,4.64763045300742,11
Indiana,1973,3,15,18.506,13.643,0,18.34
Indiana,1973,3,16,13.799,6.267,3.18884253499618,8.58
Indiana,1973,3,17,6.9,-1.427,23.4969324103531,10.42
Indiana,1973,3,18,2.425,-6.107,0,21.93
Indiana,1973,3,19,6.278,-8.236,0,20.32
Indiana,1973,3,20,6.728,-1.083,0,17.45
Indiana,1973,3,21,6.439,-4.454,0,21.49
Indiana,1973,3,22,9.236,-5.045,0,21.66
Indiana,1973,3,23,11.184,-2.113,0,19.41
Indiana,1973,3,24,16.46,2.313,0,18.44
Indiana,1973,3,25,13.371,6.918,21.0655510424544,3.24
Indiana,1973,3,26,15.538,6.223,2.09468603122787,14.14
Indiana,1973,3,27,14.637,-0.375,0,22.52
Indiana,1973,3,28,14.382,4.033,2.21339464184211,9.79
Indiana,1973,3,29,15.963,7.609,18.8994139431884,11.23
Indiana,1973,3,30,14.38,6.842,0,13.49
Indiana,1973,3,31,14.848,7.745,10.1127508370382,4.93
Indiana,1973,4,1,15.034,7.481,6.45524210750636,15.25
Indiana,1973,4,2,11.042,6.115,2.78058648109436,4.99
Indiana,1973,4,3,8.917,4.726,0,5.68
Indiana,1973,4,4,7.847,1.863,3.18326624847032,8.77
Indiana,1973,4,5,11.719,1.278,0,14.27
Indiana,1973,4,6,17.964,5.113,0,24.1
Indiana,1973,4,7,16.552,5.984,0,13.95
Indiana,1973,4,8,14.015,3.717,2.07058297257845,19.9
Indiana,1973,4,9,12.317,4.85,14.4314944743087,9.55
Indiana,1973,4,10,5.382,-1.275,2.26813395414638,15.39
Indiana,1973,4,11,7.936,-4.272,0,21.44
Indiana,1973,4,12,7.908,1.043,7.72139728064758,17.5
Indiana,1973,4,13,8.137,-3.505,0,25.68
Indiana,1973,4,14,13.136,-1.866,0,25.75
Indiana,1973,4,15,20.271,5.174,0,18.4
Indiana,1973,4,16,18.95,13.818,12.8881424665401,9.21
Indiana,1973,4,17,17.473,-0.448,0,18.28
Indiana,1973,4,18,19.016,10.785,7.2380989789167,10.89
Indiana,1973,4,19,22.468,14.037,3.19434404366348,10.66
Indiana,1973,4,20,24.094,17.482,1.01900398726684,12.81
Indiana,1973,4,21,22.176,18.36,5.72903752316734,8.54
Indiana,1973,4,22,20.518,16.861,17.4008919342441,13.88
Indiana,1973,4,23,20.458,10.216,0,18.24
Indiana,1973,4,24,18.404,6.744,0,25.26
Indiana,1973,4,25,16.329,7.918,0,20.66
Indiana,1973,4,26,16.143,5.295,0,20.8
Indiana,1973,4,27,13.102,8.084,0,19.57
Indiana,1973,4,28,13.676,1.765,0,26.98
Indiana,1973,4,29,20.899,3.591,0,22.11
