site,year,month,day,tx,tn,p,rad
Indiana,1975,2,5,2.573,0.798,4.63948161149119,2.57
Indiana,1975,2,6,1.199,-5.634,0,6.82
Indiana,1975,2,7,-3.313,-14.994,0,13.81
Indiana,1975,2,8,-4.479,-7.219,2.20985412590835,6.07
Indiana,1975,2,9,-7.956,-17.414,1.86460018153412,14.8
Indiana,1975,2,10,-2.757,-23.017,0,9.39
Indiana,1975,2,11,1.388,-4.152,0,11.02
Indiana,1975,2,12,-0.743,-6.796,6.13594563822062,14.59
Indiana,1975,2,13,-3.771,-13.108,0,14.39
Indiana,1975,2,14,-1.831,-13.402,0,8.37
Indiana,1975,2,15,3.584,-2.431,14.7793193057737,4
Indiana,1975,2,16,2.813,-0.367,0,7.74
Indiana,1975,2,17,4.955,1.027,5.5058211087271,3.78
Indiana,1975,2,18,3.202,-0.465,2.33514606952667,4.11
Indiana,1975,2,19,0.393,-2.532,0,5.82
Indiana,1975,2,20,7.081,-4.836,0,15.47
Indiana,1975,2,21,10.807,-2.123,0,11.09
Indiana,1975,2,22,8.086,4.124,17.4133017547433,1.89
Indiana,1975,2,23,5.454,0.811,10.3489658721401,3.45
Indiana,1975,2,24,5.602,0.433,7.09090218163055,7.43
Indiana,1975,2,25,4.446,-1.013,3.13660800446769,10.65
Indiana,1975,2,26,3.55,-1.965,0,14.23
Indiana,1975,2,27,3.37,-4.651,0,14.45
Indiana,1975,2,28,1.593,-0.967,0,8.9
Indiana,1975,3,1,-0.553,-7.958,0,13.33
Indiana,1975,3,2,-1.473,-8.95,0,12.3
Indiana,1975,3,3,-0.069,-6.954,0,13.9
Indiana,1975,3,4,3.507,-7.833,0,18.12
Indiana,1975,3,5,8.138,-6.201,0,16.28
Indiana,1975,3,6,8.881,-0.11,0,14.66
Indiana,1975,3,7,9.966,1.717,9.04568041232778,6.64
Indiana,1975,3,8,2.116,-3.25,1.1258810758541,16.83
Indiana,1975,3,9,1.947,-8.306,0,18.45
Indiana,1975,3,10,2.371,-2.707,6.49615730043251,10.55
Indiana,1975,3,11,4.844,-2.504,0,13.28
Indiana,1975,3,12,7.547,2.1,7.80830706975166,11.7
Indiana,1975,3,13,1.999,-6.529,0,17.6
Indiana,1975,3,14,3.906,-3.08,0,15.38
Indiana,1975,3,15,8.248,-6.81,0,19.86
Indiana,1975,3,16,9.561,-1.684,0,11.82
Indiana,1975,3,17,13.11,-2.52,0,17.19
Indiana,1975,3,18,14.54,3.214,0,10.02
Indiana,1975,3,19,12.342,5.22,8.93503804502416,13.2
Indiana,1975,3,20,16.141,1.908,0,20.73
Indiana,1975,3,21,20.443,6.482,0,17.97
Indiana,1975,3,22,17.633,4.561,4.65579110192493,13.36
Indiana,1975,3,23,18.309,1.372,0,19.08
Indiana,1975,3,24,16.72,8.264,10.3476345538525,20.41
Indiana,1975,3,25,6.84,-2.291,0,9.77
Indiana,1975,3,26,4.057,-5.236,0,19.11
Indiana,1975,3,27,2.363,-3.185,6.21970295895835,3.33
Indiana,1975,3,28,6.886,0.623,7.80282318591574,2.65
Indiana,1975,3,29,4.971,-1.237,4.10895347584983,15.67
Indiana,1975,3,30,0.954,-5.722,0,16.75
Indiana,1975,3,31,13.659,-5.218,0,19.53
Indiana,1975,4,1,11.01,2.49,0,19.63
Indiana,1975,4,2,17.24,0.085,4.42991317362385,10.83
Indiana,1975,4,3,8.428,-4.291,8.53146064036991,21.24
Indiana,1975,4,4,4.15,-6.394,0,24.44
Indiana,1975,4,5,5.58,-4.638,0,24.46
Indiana,1975,4,6,7.12,-4.507,0,24.47
Indiana,1975,4,7,9.605,-5.474,0,23.79
Indiana,1975,4,8,10.95,-0.603,0,20.56
Indiana,1975,4,9,8.499,0.863,3.51663376017086,8.07
Indiana,1975,4,10,11.669,0.351,0,14.08
Indiana,1975,4,11,8.562,0.878,0,21.55
Indiana,1975,4,12,10.057,-4.67,0,19.56
Indiana,1975,4,13,10.876,-3.731,0,25.38
Indiana,1975,4,14,9.115,1.749,1.86111032957115,15.85
Indiana,1975,4,15,10.872,0.003,0,16.68
Indiana,1975,4,16,13.786,1.332,0,15.94
Indiana,1975,4,17,22.208,7.93,0,20.18
Indiana,1975,4,18,21.849,15.883,4.41877543926239,6.71
Indiana,1975,4,19,19.655,6.295,9.48617422420739,21.63
Indiana,1975,4,20,10.428,3.531,0,16.14
Indiana,1975,4,21,12.444,0.037,0,19.61
Indiana,1975,4,22,19.709,5.165,2.23204493522644,25.75
Indiana,1975,4,23,18.31,12.426,8.78986120223502,4.31
Indiana,1975,4,24,17.35,13.829,18.9755085968635,6.12
Indiana,1975,4,25,16.161,8.102,1.44771931223886,9.58
Indiana,1975,4,26,16.839,4.368,0,26.43
Indiana,1975,4,27,14.444,6.854,2.70235836495658,11.82
Indiana,1975,4,28,21.903,9.697,3.90574336051941,16.84
Indiana,1975,4,29,23.307,8.732,0,26.71
Indiana,1975,4,30,20.925,14.321,2.02245527088962,12.39
Indiana,1975,5,1,17.747,8.608,1.67483389373047,27.14
Indiana,1975,5,2,20.145,5.939,0,25.14
Indiana,1975,5,3,17.852,11.865,6.14845752716064,10.14
Indiana,1975,5,4,18.267,8.922,0,21.47
Indiana,1975,5,5,24.698,8.244,2.73876786229721,24.54
Indiana,1975,5,6,22.192,10.199,0,26.12
Indiana,1975,5,7,19.476,10.266,0,20.34
Indiana,1975,5,8,22.516,12.311,0,21.52
Indiana,1975,5,9,22.499,9.297,0,26.37
Indiana,1975,5,10,22.803,7.288,0,25.17
Indiana,1975,5,11,23.893,9.71,0,25.18
Indiana,1975,5,12,21.249,12.275,4.89408373816147,17.96
Indiana,1975,5,13,20.217,4.937,0,29.5
Indiana,1975,5,14,22.527,8.317,0,23.49
Indiana,1975,5,15,20.567,12.228,0,27.87
Indiana,1975,5,16,20.535,7.226,0,28.72
Indiana,1975,5,17,22.823,8.951,0,26.81
Indiana,1975,5,18,27,10.293,0,29.03
Indiana,1975,5,19,29.987,15.383,0,28.71
Indiana,1975,5,20,30.94,20.191,0,25.76
Indiana,1975,5,21,28.881,20.856,1.65742039680339,22.97
Indiana,1975,5,22,28.515,18.041,13.3977025747285,19.92
Indiana,1975,5,23,29.573,15.091,0,27.73
Indiana,1975,5,24,30.117,19.297,0,26.25
Indiana,1975,5,25,29.033,19.606,6.01291491369693,18.39
Indiana,1975,5,26,27.269,18.256,4.13921180455645,23.61
Indiana,1975,5,27,24.868,15.94,0,29.7
Indiana,1975,5,28,24.92,9.863,0,29.21
Indiana,1975,5,29,27.877,15.201,1.33374333375968,19.25
Indiana,1975,5,30,26.476,18.491,16.5515698165564,19.14
Indiana,1975,5,31,20.656,16.153,5.84462583054801,9.81
Indiana,1975,6,1,21.868,11.675,2.73312628269196,22.31
Indiana,1975,6,2,20.476,10.552,1.31092965602875,21.98
Indiana,1975,6,3,23.508,11.775,3.51623296728576,20.72
Indiana,1975,6,4,29.317,14.697,0,22.82
Indiana,1975,6,5,27.446,19.184,7.0197125317577,22.61
Indiana,1975,6,6,25.777,16.672,0,27.08
Indiana,1975,6,7,22.15,11.178,0,20.49
Indiana,1975,6,8,21.065,8.91,0,27.15
Indiana,1975,6,9,21.97,11.388,0,26.3
Indiana,1975,6,10,26.61,13.957,0,26.95
Indiana,1975,6,11,25.945,19.591,32.8217387199174,14.18
Indiana,1975,6,12,23.71,15.294,0,24.06
Indiana,1975,6,13,27.477,16.065,1.25628709793091,27.25
Indiana,1975,6,14,26.917,17.786,1.26829147338725,23.49
Indiana,1975,6,15,23.636,19.213,24.8144268989563,13.75
Indiana,1975,6,16,25.053,13.205,0,27.41
Indiana,1975,6,17,23.806,20.016,5.83587444276645,9.9
Indiana,1975,6,18,31.081,19.667,0,25.05
Indiana,1975,6,19,31.309,21.164,0,28.08
Indiana,1975,6,20,30.267,21.98,0,24.9
Indiana,1975,6,21,30.732,20.499,0,26.89
Indiana,1975,6,22,31.237,21.551,0,26.84
Indiana,1975,6,23,29.201,22.191,5.16490704443129,23.25
Indiana,1975,6,24,28.964,21.179,4.57291603078147,21.61
Indiana,1975,6,25,27.725,20.181,12.1843367815018,18.85
Indiana,1975,6,26,26.967,19.209,7.99517035473585,20.34
Indiana,1975,6,27,28.946,18.971,0,22.9
Indiana,1975,6,28,29.428,19.158,0,25.16
Indiana,1975,6,29,28.885,20.026,0,26.52
Indiana,1975,6,30,29.337,18.337,0,27.91
Indiana,1975,7,1,28.886,17.729,0,27.97
Indiana,1975,7,2,29.789,16.474,0,28.8
Indiana,1975,7,3,30.042,17.768,0,24.11
Indiana,1975,7,4,28.476,19.683,13.6624930502762,23.91
Indiana,1975,7,5,27.887,15.098,0,28.05
Indiana,1975,7,6,27.104,19.736,18.2924598454406,14.01
Indiana,1975,7,7,26.743,19.981,1.35405361652374,14.45
Indiana,1975,7,8,29.486,17.451,0,24.13
Indiana,1975,7,9,25.691,17.854,0,19.73
Indiana,1975,7,10,24.045,16.191,0,26.45
Indiana,1975,7,11,21.446,14.374,0,22.51
Indiana,1975,7,12,22.006,12.362,2.093106508255,24.38
Indiana,1975,7,13,20.169,11.78,6.97737131031317,21.6
Indiana,1975,7,14,23.169,11.606,0,27.22
Indiana,1975,7,15,27.326,13.609,0,28.32
Indiana,1975,7,16,28.565,17.163,0,26.53
Indiana,1975,7,17,29.327,17.786,0,26.55
Indiana,1975,7,18,28.016,19.716,7.05477595329285,21.03
Indiana,1975,7,19,28.441,22.211,6.09888976600814,18.3
Indiana,1975,7,20,29.319,21.173,4.41031081794563,23.45
Indiana,1975,7,21,28.118,18.062,0,23.51
Indiana,1975,7,22,28.154,16.348,0,25.74
Indiana,1975,7,23,28.978,19.514,0,20.1
Indiana,1975,7,24,28.547,22.486,1.40109956254264,23.29
Indiana,1975,7,25,26.308,16.318,0,25.35
Indiana,1975,7,26,26.889,13.532,0,28.23
Indiana,1975,7,27,30.843,17.934,0,26.92
Indiana,1975,7,28,29.519,19.079,0,27.45
Indiana,1975,7,29,31.222,17.422,0,27.03
Indiana,1975,7,30,32.114,19.291,0,27.22
Indiana,1975,7,31,32.154,19.658,0,25.53
Indiana,1975,8,1,31.889,21.595,1.20495142164145,19.6
Indiana,1975,8,2,27.637,22.443,10.1417373507502,13.51
Indiana,1975,8,3,26.247,21.306,10.8793169259798,14.66
Indiana,1975,8,4,28.537,15.961,0,24.53
Indiana,1975,8,5,27.284,17.854,4.18527343233777,19.09
Indiana,1975,8,6,23.355,16.755,2.82183880966613,24.35
Indiana,1975,8,7,22.564,13.055,0,23.9
Indiana,1975,8,8,26.011,12.742,0,27
Indiana,1975,8,9,28.533,14.842,0,24.54
Indiana,1975,8,10,29.204,19.437,0,24.14
Indiana,1975,8,11,31.421,21.196,1.19986126441063,22.17
Indiana,1975,8,12,31.355,21.703,0,21.24
Indiana,1975,8,13,31.795,25.109,0,18.76
Indiana,1975,8,14,28.165,20.854,1.53214633464316,18
Indiana,1975,8,15,26.27,21.244,8.24678540220702,11.38
Indiana,1975,8,16,26.219,18.434,0,17.85
Indiana,1975,8,17,27.565,18.134,0,19.88
Indiana,1975,8,18,28.062,14.782,0,24.82
Indiana,1975,8,19,28.566,17.946,0,21.31
Indiana,1975,8,20,29.137,18.269,0,21.88
Indiana,1975,8,21,32.11,22.168,0,22.68
Indiana,1975,8,22,31.818,23.329,0,21.18
Indiana,1975,8,23,32.023,23.451,0,21.73
Indiana,1975,8,24,31.71,24.016,0,21.49
Indiana,1975,8,25,29.732,24.285,0,17.35
Indiana,1975,8,26,26.875,21.132,23.2144594192505,15.86
Indiana,1975,8,27,27.554,15.317,0,23.25
Indiana,1975,8,28,29.388,18.738,0,16.25
Indiana,1975,8,29,27.573,21.521,13.0319893360138,13.04
Indiana,1975,8,30,25.546,20.908,13.6777251958797,10.6
Indiana,1975,8,31,23.207,19.82,1.05383992189445,7.47
Indiana,1975,9,1,26.503,15.099,0,21.91
Indiana,1975,9,2,28.265,18.959,0,13.21
Indiana,1975,9,3,31.001,18.214,0,20.93
Indiana,1975,9,4,27.484,17.234,0,15.81
Indiana,1975,9,5,25.192,17.12,8.30523967738372,11.42
Indiana,1975,9,6,21.72,12.296,0,20.05
Indiana,1975,9,7,24.845,11.094,0,22.13
Indiana,1975,9,8,23.415,17.373,0,16.98
Indiana,1975,9,9,21.706,10.847,0,21.11
Indiana,1975,9,10,27.431,14.57,0,19.71
Indiana,1975,9,11,24.591,19.916,13.0951953948966,2.58
Indiana,1975,9,12,18.742,14.237,0,18.88
Indiana,1975,9,13,16.23,6.856,0,21.2
Indiana,1975,9,14,18.09,5.876,0,21.16
Indiana,1975,9,15,20.374,10.536,1.17506170505521,14.7
Indiana,1975,9,16,19.48,15.306,0,6.74
Indiana,1975,9,17,22.268,15.675,0,8.89
Indiana,1975,9,18,24.467,14.042,0,16.69
Indiana,1975,9,19,21.988,15.258,13.6824876070136,3.19
Indiana,1975,9,20,17.469,9.831,1.88697743641342,13.34
Indiana,1975,9,21,15.593,10.263,0,10.98
Indiana,1975,9,22,15.699,7.573,0,10.62
Indiana,1975,9,23,18.442,7.57,0,14.39
Indiana,1975,9,24,16.833,10.59,1.06889009464339,11.07
Indiana,1975,9,25,12.846,9.089,5.21225631236533,3.06
Indiana,1975,9,26,15.563,11.158,0,5.51
Indiana,1975,9,27,17.92,5.54,0,17.57
Indiana,1975,9,28,19.862,5.401,0,18.99
Indiana,1975,9,29,18.911,9.291,2.7417689543654,9.83
Indiana,1975,9,30,22.166,9.143,0,18.04
Indiana,1975,10,1,18.164,11.435,3.56141955359135,13.71
Indiana,1975,10,2,11.855,7.076,0,12.95
Indiana,1975,10,3,16.8,2.419,0,18.4
Indiana,1975,10,4,19.939,4.288,0,18.17
Indiana,1975,10,5,21.947,7.473,0,17.29
Indiana,1975,10,6,22.021,10.232,0,16.89
Indiana,1975,10,7,22.545,6.961,0,17.29
Indiana,1975,10,8,17.88,13.677,8.93968343734741,3.23
Indiana,1975,10,9,22.008,10.79,2.5971859692504,15.45
Indiana,1975,10,10,22.389,9.152,0,16.55
Indiana,1975,10,11,18.022,7.355,0,16.37
Indiana,1975,10,12,21.905,6.759,0,16.11
Indiana,1975,10,13,27.9,15.093,0,15.18
Indiana,1975,10,14,27.091,16.312,0,15.64
Indiana,1975,10,15,22.337,16.689,1.60287320602492,10.72
Indiana,1975,10,16,15.847,5.707,0,15.65
Indiana,1975,10,17,13.019,9.116,0,5.85
Indiana,1975,10,18,10.144,7.299,3.55055034157203,4.49
Indiana,1975,10,19,12.015,6.801,8.5549311709201,4.83
Indiana,1975,10,20,18.883,6.719,0,14.29
Indiana,1975,10,21,23.369,11.416,0,14.25
Indiana,1975,10,22,23.82,13.317,0,14.19
Indiana,1975,10,23,22.739,14.207,0,13.84
Indiana,1975,10,24,24.196,16.403,0,11.01
Indiana,1975,10,25,21.868,6.7,10.4177307948703,14.36
Indiana,1975,10,26,13.442,3.27,0,14.53
Indiana,1975,10,27,17.787,4.334,0,13.7
Indiana,1975,10,28,18.512,10.058,0,7.69
Indiana,1975,10,29,15.216,8.121,0,12.22
Indiana,1975,10,30,10.765,2.162,0,13.39
Indiana,1975,10,31,14.708,3.787,0,10.26
Indiana,1975,11,1,16.533,11.599,5.98159432411194,5.86
Indiana,1975,11,2,21.949,13.056,1.47242844104767,9.56
Indiana,1975,11,3,19.264,14.087,2.0411491386767,3.61
Indiana,1975,11,4,22.486,12.711,2.19174325479798,9.66
Indiana,1975,11,5,22.676,12.381,0,9.95
Indiana,1975,11,6,22.814,14.242,0,8.83
Indiana,1975,11,7,20.017,15.802,9.27841663349227,7.56
Indiana,1975,11,8,19.395,15.428,0,8.62
Indiana,1975,11,9,22.328,12.09,0,11.34
Indiana,1975,11,10,19.596,7.98,6.99447393412811,11.79
Indiana,1975,11,11,14.347,2.498,0,11.38
Indiana,1975,11,12,11.745,5.852,0,10.71
Indiana,1975,11,13,5.98,1.28,1.52679080201779,4.03
Indiana,1975,11,14,4.538,-2.743,0,11.43
Indiana,1975,11,15,12.243,-1.076,0,11.06
Indiana,1975,11,16,16.587,5.276,0,9.72
Indiana,1975,11,17,18.005,6.172,0,10.59
Indiana,1975,11,18,17.868,5.3,0,10.82
Indiana,1975,11,19,18.042,4.895,0,10.59
Indiana,1975,11,20,13.717,8.846,6.95668458928367,3.33
Indiana,1975,11,21,7.95,2.148,2.00617533562308,2.66
Indiana,1975,11,22,5.751,-1.217,0,9.38
Indiana,1975,11,23,5.718,-4.882,0,10.4
Indiana,1975,11,24,4.703,-2.482,0,4.04
Indiana,1975,11,25,3.798,-2.425,0,7.03
Indiana,1975,11,26,2.391,-4.075,2.53480970849296,5.89
Indiana,1975,11,27,0.654,-0.986,12.3368964694919,4.68
Indiana,1975,11,28,1.711,-6.198,0,9.87
Indiana,1975,11,29,13.06,-0.745,3.52749349622172,2.56
Indiana,1975,11,30,16.821,1.444,28.1917228348902,5.46
Indiana,1975,12,1,0.634,-6.85,0,8.97
Indiana,1975,12,2,5.677,-2.621,0,9.09
Indiana,1975,12,3,3.269,-3.088,0,9.19
Indiana,1975,12,4,13.722,-0.495,0,9.14
Indiana,1975,12,5,14.794,6.613,0,4.7
Indiana,1975,12,6,13.526,2.25,6.14624486445337,6.66
Indiana,1975,12,7,3.385,-4.817,0,9.29
Indiana,1975,12,8,3.405,-3.286,0,4.26
Indiana,1975,12,9,2.576,-0.106,3.89814309221492,4.43
Indiana,1975,12,10,1.952,-3.096,0,5.83
Indiana,1975,12,11,8.188,-1.054,0,7.39
Indiana,1975,12,12,5.876,1.929,0,3.78
Indiana,1975,12,13,15.766,3.917,1.87223255630897,4.25
Indiana,1975,12,14,18.023,12.193,0,5.63
Indiana,1975,12,15,17.017,2.176,11.2017537361453,2.45
Indiana,1975,12,16,2.342,-6.048,0,8.65
Indiana,1975,12,17,-0.024,-8.442,0,7.9
Indiana,1975,12,18,-8.777,-14.334,0,9.62
Indiana,1975,12,19,1.43,-11.035,0,6.21
Indiana,1975,12,20,1.958,-0.574,1.92638635634879,3.14
Indiana,1975,12,21,0.23,-4.985,0,9.08
Indiana,1975,12,22,1.17,-8.626,0,8.94
Indiana,1975,12,23,2.505,-4.476,0,4.08
Indiana,1975,12,24,1.16,-3.342,0,5.67
Indiana,1975,12,25,1.218,-3.179,2.81819999207755,3.36
Indiana,1975,12,26,0.568,-1.75,11.3177478312423,5.6
Indiana,1975,12,27,-0.922,-6.387,0,7.51
Indiana,1975,12,28,-2.356,-8.587,0,6.02
Indiana,1975,12,29,2.198,-5.856,4.14752662180717,3.17
Indiana,1975,12,30,2.848,1.156,4.06910181044395,2.25
Indiana,1975,12,31,1.137,-0.807,1.27309560775757,3.04
Indiana,1976,1,1,2.733,-6.984,0,9.19
Indiana,1976,1,2,5.511,-1.675,1.89398527135154,4.85
Indiana,1976,1,3,0.633,-6.753,0,6.64
Indiana,1976,1,4,-7.455,-14.536,0,9.75
Indiana,1976,1,5,-4.848,-14.202,0,7.7
Indiana,1976,1,6,2.818,-7.213,0,6.49
Indiana,1976,1,7,2.566,-7.547,6.65785372257233,5.15
Indiana,1976,1,8,-8.648,-20.543,0,10.38
Indiana,1976,1,9,-9.096,-16.458,0,9.62
Indiana,1976,1,10,-1.776,-14.561,0,5.34
Indiana,1976,1,11,2.227,-3.508,2.84435451021636,6.06
Indiana,1976,1,12,3.297,-11.943,0,9.53
Indiana,1976,1,13,1.525,-1.333,14.9525513790145,1.48
Indiana,1976,1,14,-0.682,-9.675,0,10.91
Indiana,1976,1,15,1.88,-13.651,0,6.43
Indiana,1976,1,16,1.728,-8.593,1.78476572034469,8.25
Indiana,1976,1,17,-9.303,-13.486,0,9.25
Indiana,1976,1,18,-6.224,-20.917,0,11.28
Indiana,1976,1,19,1.567,-9.173,0,5.24
Indiana,1976,1,20,0.595,-7.819,1.79634484197777,6.95
Indiana,1976,1,21,-2.297,-9.553,2.7576923370134,7.23
Indiana,1976,1,22,-6.185,-8.546,0,10.37
Indiana,1976,1,23,4.757,-16.996,0,11.35
Indiana,1976,1,24,1.699,-6.919,0,10.74
Indiana,1976,1,25,0.702,-10.847,15.61132727727,1.56
Indiana,1976,1,26,0.446,-6.001,0,5.73
Indiana,1976,1,27,-6.746,-17.441,0,12.48
Indiana,1976,1,28,2.309,-20.499,0,7.99
Indiana,1976,1,29,1.613,-4.46,0,8.11
Indiana,1976,1,30,0.718,-9.31,1.96678936299577,6.34
Indiana,1976,1,31,-0.397,-6.893,0,9.8
Indiana,1976,2,1,0.539,-10.293,4.44327294820823,7.25
Indiana,1976,2,2,-11.961,-23.707,0,13.11
Indiana,1976,2,3,-1.573,-23.139,0,12.04
Indiana,1976,2,4,-1.841,-7.319,0,9.99
Indiana,1976,2,5,-3.983,-6.783,10.4422152041366,3.65
Indiana,1976,2,6,-5.188,-11.662,0,12.82
Indiana,1976,2,7,-4.03,-14.534,0,14.22
Indiana,1976,2,8,0.258,-4.42,0,11.84
Indiana,1976,2,9,3.475,-14.289,0,13.93
Indiana,1976,2,10,18.393,3.532,0,11.91
Indiana,1976,2,11,14.445,-1.582,0,14.24
Indiana,1976,2,12,12.325,-1.029,0,13.48
Indiana,1976,2,13,10.275,3.437,0,13.53
Indiana,1976,2,14,7.175,-4.581,0,13.43
Indiana,1976,2,15,19.354,2.733,2.97696830341465,8.85
Indiana,1976,2,16,15.336,1.329,14.0564769505431,1.65
Indiana,1976,2,17,14.721,2.235,5.69542646405807,9.51
Indiana,1976,2,18,12.812,7.052,7.61477649200515,6.69
Indiana,1976,2,19,8.548,0.598,0,11.02
Indiana,1976,2,20,13.081,-3.148,0,14.94
Indiana,1976,2,21,14.478,7.6,37.5172419692262,2.73
Indiana,1976,2,22,6.527,-3.796,1.17245935626897,10.14
Indiana,1976,2,23,5.189,-6.851,0,16.15
Indiana,1976,2,24,16.628,2.374,0,14.4
Indiana,1976,2,25,17.214,9.4,0,12.62
Indiana,1976,2,26,15.197,8.167,0,16.17
Indiana,1976,2,27,18.881,3.434,0,16.64
Indiana,1976,2,28,15.188,4.705,0,13.06
Indiana,1976,2,29,16.326,8.203,0,6.78
Indiana,1976,3,1,15.4,2.457,2.20972647872486,7.64
Indiana,1976,3,2,19.848,13.948,6.09351992596885,5.63
Indiana,1976,3,3,18.576,10.523,2.53775208091156,2.78
Indiana,1976,3,4,21.883,3.933,13.9393210411072,6.68
Indiana,1976,3,5,20.393,2.431,9.49044823636314,17.97
Indiana,1976,3,6,5.493,-6.014,0,18.99
Indiana,1976,3,7,9.803,-3.484,0,16.79
Indiana,1976,3,8,5.905,-4.019,0,17.46
Indiana,1976,3,9,8.995,-1.826,0,18.47
Indiana,1976,3,10,8.808,0.442,6.45639896390549,6.86
Indiana,1976,3,11,9.928,-2.838,0,18.41
Indiana,1976,3,12,15.291,6.815,5.96674084658844,9.72
Indiana,1976,3,13,10.372,-2.965,0,12.37
Indiana,1976,3,14,10.932,-3.392,0,19.3
Indiana,1976,3,15,8.044,-1.835,0,15.1
Indiana,1976,3,16,4.608,-2.825,9.0857595205307,18.89
Indiana,1976,3,17,-0.203,-10.031,0,21.47
Indiana,1976,3,18,14.628,-4.106,0,17.29
Indiana,1976,3,19,20.61,11.207,0,19.94
Indiana,1976,3,20,17.784,15.165,8.06232094760162,3.83
Indiana,1976,3,21,15.416,3.264,2.76482999322525,16.12
Indiana,1976,3,22,8.02,-5.136,0,19.82
Indiana,1976,3,23,14.059,-3.484,0,21.33
Indiana,1976,3,24,19.884,7.028,0,18.08
Indiana,1976,3,25,17.259,6.643,7.93733596799484,20.74
Indiana,1976,3,26,21.456,12.002,0,12.29
Indiana,1976,3,27,19.358,5.496,12.4694671266639,8.77
Indiana,1976,3,28,14.566,-1.685,0,22.13
Indiana,1976,3,29,15.035,7.905,1.58995727059619,6.03
Indiana,1976,3,30,18.913,10.898,4.71234321594238,17.96
Indiana,1976,3,31,11.05,2.888,0,18.79
Indiana,1976,4,1,8.196,1.895,2.42922421989533,9.61
Indiana,1976,4,2,15.976,1.641,0,23.66
Indiana,1976,4,3,21.693,6.996,0,22.82
Indiana,1976,4,4,17.237,3.122,0,20.04
Indiana,1976,4,5,14.339,-3.165,0,23.52
Indiana,1976,4,6,18.003,6.113,0,23.13
Indiana,1976,4,7,16.324,2.243,0,24.12
Indiana,1976,4,8,9.632,-0.077,0,24.98
Indiana,1976,4,9,11.903,-3.337,0,25.13
Indiana,1976,4,10,17.1,1.197,0,24.76
Indiana,1976,4,11,14.356,3.981,3.2051801682087,21.13
Indiana,1976,4,12,11.195,-3.116,0,26.11
Indiana,1976,4,13,17.16,-1.431,0,25.81
Indiana,1976,4,14,23.544,5.021,0,23.83
Indiana,1976,4,15,25.786,15.86,0,19.9
Indiana,1976,4,16,26.343,17.693,0,23.64
Indiana,1976,4,17,25.992,16.951,0,23.98
Indiana,1976,4,18,26.294,15.915,0,21.72
Indiana,1976,4,19,23.41,13.047,0,19.95
Indiana,1976,4,20,24.918,9.68,5.67092895505539,16.29
Indiana,1976,4,21,22.905,14.48,7.18410309519868,16.46
Indiana,1976,4,22,23.512,9.252,0,22.9
Indiana,1976,4,23,24.026,10.149,1.09498873422353,21.26
Indiana,1976,4,24,24.938,15.974,1.72213810401445,16.57
Indiana,1976,4,25,18.011,4.26,26.1518654768906,11.63
Indiana,1976,4,26,9.673,1.725,0,22.74
Indiana,1976,4,27,8.976,-0.699,0,21.47
Indiana,1976,4,28,12.587,-0.587,0,21.07
Indiana,1976,4,29,16.462,-0.294,0,23.6
Indiana,1976,4,30,17.677,5.172,0,19.04
Indiana,1976,5,1,17.257,10.31,0,20.56
Indiana,1976,5,2,16.742,8.476,1.91168084961646,18.59
Indiana,1976,5,3,9.443,1.881,0,18.7
Indiana,1976,5,4,16.659,1.089,0,28.18
Indiana,1976,5,5,24.768,11.769,0,26.1
Indiana,1976,5,6,22.286,7.323,25.9008824825173,4.47
Indiana,1976,5,7,13.39,2.929,0,24.29
Indiana,1976,5,8,14.287,0.488,0,29.1
Indiana,1976,5,9,20.993,6.709,0,27.67
Indiana,1976,5,10,22.179,10.009,0,27.98
Indiana,1976,5,11,19.851,11.572,0,28.68
Indiana,1976,5,12,18.322,2.629,0,29.42
Indiana,1976,5,13,26.092,9.208,6.94377148784042,20.7
Indiana,1976,5,14,22.493,15.089,9.02563307516857,11.79
Indiana,1976,5,15,22.519,17.911,12.1315509080873,8.48
Indiana,1976,5,16,21.553,13.212,2.25738584994772,22.64
Indiana,1976,5,17,18.382,11.829,1.7168187133052,12.77
Indiana,1976,5,18,15.281,6.257,0,28.36
Indiana,1976,5,19,21.004,7.808,0,29.13
Indiana,1976,5,20,26.072,11.928,0,28.92
Indiana,1976,5,21,23.068,17.074,0,28.19
Indiana,1976,5,22,20.336,8.306,0,29.59
Indiana,1976,5,23,17.884,8.731,0,16.23
Indiana,1976,5,24,16.856,9.274,0,20.9
Indiana,1976,5,25,18.299,6.194,0,24.26
Indiana,1976,5,26,20.772,6.845,0,24.35
Indiana,1976,5,27,23.168,9.133,0,24.88
Indiana,1976,5,28,20.798,14.487,5.03900945176383,5.23
Indiana,1976,5,29,22.691,12.311,1.03325545779853,19.01
Indiana,1976,5,30,24.493,13.259,1.82758086224055,16.03
Indiana,1976,5,31,24.31,16.444,14.0322178601195,15.2
Indiana,1976,6,1,22.596,15.911,3.45990179857836,11.51
Indiana,1976,6,2,22.301,14.532,0,25.48
Indiana,1976,6,3,23.65,12.105,0,27.53
Indiana,1976,6,4,25.827,15.082,0,29.22
Indiana,1976,6,5,25.869,14.292,0,30.11
Indiana,1976,6,6,27.241,12.156,0,28.45
Indiana,1976,6,7,28.904,12.073,0,29.38
Indiana,1976,6,8,29.543,15.449,0,29.64
Indiana,1976,6,9,30.554,15.323,0,28.99
Indiana,1976,6,10,31.145,17.262,0,27.69
