Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
01/01/1983,0.0,-3.4,5.6,8920,0.0,0.43,3.5
02/01/1983,-1.5,-4.1,1.3,5210,0.0,0.41,2.5
03/01/1983,-4.0,-7.2,-1.0,9350,0.0,0.26,1.9
04/01/1983,-2.1,-6.2,4.0,9370,0.0,0.34,3.4
05/01/1983,0.1,-1.6,3.0,4540,0.0,0.51,2.3
06/01/1983,2.0,-1.6,6.4,4490,0.0,0.56,3.8
07/01/1983,1.3,-2.2,5.6,7260,0.0,0.47,4.2
08/01/1983,-1.1,-3.7,2.6,7620,0.0,0.4,1.6
09/01/1983,0.8,-3.9,6.2,7430,0.0,0.54,3.3
10/01/1983,6.1,2.7,8.1,5840,3.0,0.83,5.4
11/01/1983,0.7,-0.8,2.4,4880,0.4,0.48,4.5
12/01/1983,-4.1,-7.0,-1.2,6810,0.0,0.26,3.6
13/01/1983,-1.8,-6.1,3.9,9780,0.0,0.35,1.9
14/01/1983,1.1,-2.3,4.9,5300,1.1,0.51,5.5
15/01/1983,-2.9,-6.3,0.1,8430,1.4,0.34,5.1
16/01/1983,-5.4,-8.8,-2.0,7910,0.0,0.25,2.1
17/01/1983,-5.6,-8.2,-2.9,6350,0.3,0.28,3.8
18/01/1983,-8.4,-12.2,-4.7,9030,0.0,0.2,3.2
19/01/1983,-7.8,-10.3,-5.1,10430,0.0,0.17,2.3
20/01/1983,-5.3,-8.7,-1.6,7170,0.0,0.21,4.0
21/01/1983,-2.3,-4.5,-0.2,3240,5.4,0.29,4.6
22/01/1983,1.8,-0.1,3.6,2520,5.6,0.66,2.7
23/01/1983,0.3,-0.8,1.9,4130,2.0,0.58,2.3
24/01/1983,0.5,-0.9,2.4,4190,0.0,0.57,2.9
25/01/1983,-1.6,-2.9,-0.3,5770,0.0,0.41,2.6
26/01/1983,-2.8,-5.0,-1.1,5880,1.8,0.4,1.2
27/01/1983,-4.6,-7.6,-1.4,8220,0.0,0.33,1.7
28/01/1983,-1.9,-5.4,3.6,10570,0.0,0.41,2.4
29/01/1983,1.8,-1.7,6.4,5750,2.6,0.61,3.1
30/01/1983,0.5,-1.5,3.6,4470,2.3,0.55,3.9
31/01/1983,-2.7,-4.4,-0.2,9690,0.0,0.36,1.9
01/02/1983,-0.7,-4.8,3.4,4540,7.6,0.45,4.3
02/02/1983,5.0,0.6,7.8,3820,12.9,0.81,4.3
03/02/1983,-3.8,-8.0,-0.1,7060,1.7,0.34,5.5
04/02/1983,-8.3,-10.7,-5.0,12700,0.1,0.21,3.5
05/02/1983,-5.7,-10.8,-0.1,9330,0.0,0.25,1.8
06/02/1983,-2.5,-3.9,-0.7,3150,2.5,0.39,1.7
07/02/1983,-5.1,-8.5,-3.0,9380,0.0,0.33,3.2
08/02/1983,-3.6,-9.4,3.8,13470,0.0,0.32,2.5
09/02/1983,0.8,-1.0,3.9,6050,0.4,0.5,1.6
10/02/1983,-0.1,-2.7,3.3,8230,0.0,0.45,3.4
11/02/1983,-2.4,-4.9,2.1,12930,0.0,0.32,3.0
12/02/1983,-3.3,-7.4,2.3,14170,0.0,0.29,1.5
13/02/1983,-1.1,-5.3,5.5,14190,0.0,0.39,2.3
14/02/1983,1.6,-4.1,10.0,14050,0.0,0.51,2.2
15/02/1983,3.0,-2.3,10.1,9820,0.0,0.65,1.7
16/02/1983,2.6,-1.1,7.7,5860,0.0,0.62,3.2
17/02/1983,3.2,0.7,6.6,8620,0.0,0.59,2.2
18/02/1983,2.8,-0.8,7.6,9970,0.0,0.57,2.1
19/02/1983,6.2,1.0,14.7,13310,0.0,0.68,2.8
20/02/1983,8.2,2.0,16.6,13520,0.0,0.71,2.4
21/02/1983,9.6,3.5,16.6,12650,0.0,0.93,1.7
22/02/1983,10.2,4.5,17.7,13280,0.0,0.93,1.6
23/02/1983,5.4,2.0,9.2,13080,0.0,0.67,2.6
24/02/1983,1.6,-2.0,5.6,11780,1.2,0.52,3.1
25/02/1983,-2.3,-4.2,0.3,9590,0.3,0.3,4.0
26/02/1983,-1.7,-7.1,4.4,16880,0.0,0.34,1.6
27/02/1983,1.4,-3.8,8.4,14260,0.0,0.37,2.4
28/02/1983,4.6,-1.7,11.9,16570,0.0,0.48,1.0
01/03/1983,6.3,0.6,12.9,16520,0.0,0.56,0.9
02/03/1983,8.1,-0.4,18.1,16320,0.0,0.73,1.9
03/03/1983,11.9,4.1,20.4,15940,0.0,0.94,3.3
04/03/1983,16.4,11.9,22.2,12150,0.0,1.25,3.4
05/03/1983,17.3,14.7,21.0,8730,2.6,1.23,4.9
06/03/1983,16.4,13.8,20.2,12900,13.1,1.37,5.2
07/03/1983,13.2,10.4,17.4,13320,4.8,1.23,3.5
08/03/1983,7.6,2.9,10.8,7840,0.4,0.84,3.2
09/03/1983,0.7,-0.4,2.4,7220,0.0,0.38,3.0
10/03/1983,0.8,-1.0,2.9,8120,2.7,0.49,2.8
11/03/1983,0.5,-0.7,2.3,8490,0.0,0.5,4.4
12/03/1983,1.0,-3.6,6.2,19000,0.0,0.44,2.2
13/03/1983,3.1,-4.7,11.5,18320,0.0,0.56,2.6
14/03/1983,6.9,2.2,12.2,16000,0.0,0.73,2.7
15/03/1983,6.2,-1.0,13.5,19210,0.0,0.65,2.1
16/03/1983,7.9,1.9,14.8,19620,0.0,0.6,4.0
17/03/1983,8.8,2.3,16.5,17390,2.6,0.74,3.9
18/03/1983,8.0,5.9,9.5,1680,21.5,1.0,3.2
19/03/1983,4.4,1.8,7.5,10230,1.5,0.66,4.0
20/03/1983,0.7,-0.1,2.5,3360,25.0,0.53,3.5
21/03/1983,-3.2,-7.2,-0.1,16190,7.5,0.43,5.0
22/03/1983,-8.2,-11.1,-5.2,23140,0.0,0.25,3.3
23/03/1983,-7.2,-14.5,-0.8,22370,0.0,0.25,1.7
24/03/1983,-8.4,-13.4,-3.1,22230,0.0,0.24,2.8
25/03/1983,-5.5,-12.4,2.1,22130,0.0,0.3,2.1
26/03/1983,3.0,-1.6,8.5,12570,1.7,0.49,4.3
27/03/1983,7.8,5.2,11.2,11860,9.9,0.86,4.8
28/03/1983,2.5,0.5,5.1,6500,2.3,0.58,4.1
29/03/1983,1.8,-3.2,7.1,20550,0.0,0.45,1.7
30/03/1983,4.0,0.2,8.1,10470,0.0,0.56,1.9
31/03/1983,5.0,-0.8,10.0,11160,0.6,0.67,2.0
01/04/1983,8.3,4.8,13.3,8060,13.6,0.93,3.8
02/04/1983,8.3,5.4,10.0,4170,33.4,0.94,5.4
03/04/1983,5.8,4.1,8.9,10050,0.6,0.75,2.8
04/04/1983,5.8,0.8,10.3,14540,0.6,0.66,2.1
05/04/1983,8.7,3.6,14.4,11310,1.9,0.94,3.3
06/04/1983,12.3,9.9,16.2,5800,2.5,1.28,1.7
07/04/1983,8.7,5.5,12.1,18700,3.8,0.82,2.9
08/04/1983,7.5,1.8,12.9,22000,0.0,0.62,3.9
09/04/1983,8.1,5.1,12.0,6320,16.4,0.87,4.9
10/04/1983,6.1,3.8,9.1,13910,3.3,0.76,3.5
11/04/1983,6.5,4.1,9.7,11190,0.3,0.64,3.4
12/04/1983,8.2,0.4,16.0,20120,1.4,0.75,4.1
13/04/1983,13.8,10.4,19.1,12540,10.5,1.27,5.7
14/04/1983,10.7,6.0,15.0,12230,9.9,0.9,7.4
15/04/1983,4.2,1.6,7.0,11640,0.0,0.4,4.1
16/04/1983,4.3,-2.6,10.8,25250,2.0,0.45,2.8
17/04/1983,2.3,-0.6,6.5,19880,0.0,0.43,3.7
18/04/1983,-0.4,-4.5,3.3,20640,0.0,0.31,3.9
19/04/1983,0.1,-4.9,5.5,20370,0.0,0.32,2.5
20/04/1983,2.6,-4.6,9.7,22260,0.0,0.36,2.7
21/04/1983,7.9,1.3,14.6,23960,0.0,0.51,2.8
22/04/1983,10.8,3.4,17.5,20790,0.0,0.81,1.6
23/04/1983,11.6,3.6,18.0,18200,0.0,0.86,3.0
24/04/1983,7.9,4.7,12.3,25250,0.0,0.59,4.9
25/04/1983,9.7,0.4,18.2,27080,0.0,0.58,2.1
26/04/1983,13.6,4.5,21.9,26130,0.0,0.85,3.7
27/04/1983,18.5,13.9,24.5,22190,2.5,1.25,2.8
28/04/1983,14.2,10.5,16.7,12000,15.5,1.33,2.0
29/04/1983,12.1,6.3,16.9,9510,5.7,1.18,2.2
30/04/1983,14.9,11.6,18.0,9180,14.4,1.52,2.2
01/05/1983,15.3,10.7,19.3,2820,36.0,1.61,4.2
02/05/1983,17.8,12.6,20.6,24800,4.9,1.43,6.1
03/05/1983,9.8,6.1,11.9,12110,3.7,0.93,2.9
04/05/1983,11.3,3.5,19.5,26180,0.0,0.78,3.8
05/05/1983,11.2,3.4,17.3,27280,0.0,0.84,1.2
