Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
01/01/1988,-9.3,-11.9,-5.5,9670,0.0,0.16,3.8
02/01/1988,-7.9,-11.6,-2.4,9730,0.0,0.17,2.8
03/01/1988,-3.8,-7.2,0.5,7710,0.1,0.23,3.2
04/01/1988,-8.6,-15.6,-3.0,8780,0.0,0.17,5.3
05/01/1988,-17.4,-20.4,-14.1,10070,0.0,0.07,4.5
06/01/1988,-17.6,-21.2,-13.5,10110,0.0,0.07,2.4
07/01/1988,-11.8,-16.2,-8.4,4590,0.5,0.11,2.1
08/01/1988,-9.8,-13.6,-5.5,9580,0.0,0.16,1.5
09/01/1988,-10.3,-13.7,-7.3,9400,0.0,0.16,2.4
10/01/1988,-12.9,-17.8,-6.9,10470,0.0,0.11,1.6
11/01/1988,-4.4,-10.3,2.7,9450,0.0,0.25,4.6
12/01/1988,2.8,0.0,5.2,3610,0.1,0.45,7.2
13/01/1988,-7.5,-10.4,-2.5,10260,0.0,0.16,4.5
14/01/1988,-9.6,-14.1,-4.9,6710,0.0,0.15,2.2
15/01/1988,-2.4,-6.7,3.7,10290,0.0,0.26,4.2
16/01/1988,4.1,-0.4,9.5,10270,0.0,0.45,6.1
17/01/1988,4.6,3.5,7.1,970,15.2,0.74,4.1
18/01/1988,2.6,-0.1,5.4,7480,0.4,0.65,2.3
19/01/1988,2.8,-0.2,10.3,1710,12.0,0.67,5.4
20/01/1988,4.2,-0.6,10.7,1990,0.8,0.79,4.3
21/01/1988,-2.0,-2.8,-0.7,4800,0.0,0.35,2.8
22/01/1988,-2.0,-3.2,-0.3,4200,0.0,0.34,2.8
23/01/1988,-2.1,-4.8,0.3,6130,1.1,0.35,4.1
24/01/1988,-1.9,-5.1,2.1,7880,0.5,0.38,4.2
25/01/1988,-7.0,-13.2,-3.2,8390,1.1,0.24,3.9
26/01/1988,-10.0,-13.4,-6.0,7510,0.0,0.18,3.9
27/01/1988,-10.0,-15.3,-4.5,12100,0.0,0.15,2.1
28/01/1988,-3.9,-8.1,0.5,12030,0.0,0.29,1.8
29/01/1988,3.7,-2.6,10.9,10590,0.0,0.62,4.3
30/01/1988,10.3,8.0,13.6,7530,0.0,0.92,6.6
31/01/1988,10.9,8.2,11.8,1680,9.3,1.12,5.8
01/02/1988,2.2,-0.5,6.6,1920,4.5,0.68,2.6
02/02/1988,-1.3,-2.7,0.5,6390,0.6,0.42,3.4
03/02/1988,-2.2,-3.2,-0.1,3280,9.1,0.41,2.4
04/02/1988,-7.4,-11.4,-3.4,12790,1.2,0.31,3.2
05/02/1988,-17.4,-20.9,-12.1,14240,0.0,0.12,4.7
06/02/1988,-19.5,-21.8,-16.0,14250,0.0,0.09,3.9
07/02/1988,-9.7,-19.5,-3.1,8900,0.0,0.23,4.7
08/02/1988,-9.7,-15.2,-5.8,12140,0.0,0.2,1.7
09/02/1988,-4.4,-12.2,-1.3,12770,0.0,0.35,2.9
10/02/1988,-7.3,-11.6,-3.4,9650,1.6,0.28,2.6
11/02/1988,-8.3,-10.1,-7.6,7120,9.8,0.28,4.2
12/02/1988,-16.3,-19.7,-11.1,15530,0.0,0.14,3.7
13/02/1988,-18.2,-22.9,-12.1,15720,0.0,0.12,2.4
14/02/1988,-0.8,-12.2,7.2,12050,0.6,0.53,5.5
15/02/1988,-1.4,-5.0,7.2,6880,2.0,0.43,4.5
