Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
01/01/1980,-1.1,-2.8,2.0,6770,0.0,0.47,1.4
02/01/1980,-1.6,-2.6,-0.5,2820,0.0,0.43,1.7
03/01/1980,-1.1,-2.4,1.0,4450,0.0,0.43,2.6
04/01/1980,-2.3,-3.6,-0.4,4440,0.0,0.34,3.0
05/01/1980,-3.5,-5.8,-0.9,4740,0.0,0.32,2.0
06/01/1980,-2.0,-6.1,2.7,5610,0.3,0.36,4.7
07/01/1980,-5.3,-9.2,3.6,10030,2.7,0.26,6.4
08/01/1980,-8.5,-11.9,-5.0,9230,0.0,0.15,2.1
09/01/1980,-6.6,-9.2,-4.0,9210,1.4,0.22,1.6
10/01/1980,-0.4,-7.4,8.2,5860,0.0,0.5,4.4
11/01/1980,6.0,-4.6,12.1,5220,9.1,0.82,7.9
12/01/1980,-6.6,-10.2,-3.7,10100,0.0,0.12,3.5
13/01/1980,0.5,-4.2,6.0,7910,1.6,0.3,4.3
14/01/1980,1.1,-3.6,6.8,10200,0.4,0.56,1.7
15/01/1980,2.0,-1.0,5.7,4900,0.2,0.64,3.4
16/01/1980,7.0,3.3,10.7,1570,4.1,0.93,4.7
17/01/1980,5.2,1.5,10.5,4470,0.4,0.71,4.6
18/01/1980,1.0,-1.8,4.2,9930,0.0,0.48,1.8
19/01/1980,-1.1,-5.2,4.6,7260,0.2,0.46,1.4
20/01/1980,-2.1,-5.7,1.6,10580,0.0,0.37,2.0
21/01/1980,-2.2,-6.1,3.0,8440,0.0,0.27,2.3
22/01/1980,-0.2,-3.7,2.4,5910,0.3,0.44,4.7
23/01/1980,-8.5,-11.3,-4.5,10300,0.0,0.15,4.2
24/01/1980,-3.7,-11.6,3.8,4670,5.2,0.38,3.1
25/01/1980,0.9,-4.3,2.8,6570,0.0,0.53,3.4
26/01/1980,-5.3,-7.5,-2.9,9700,0.0,0.22,1.9
27/01/1980,-7.7,-9.5,-4.9,7090,0.0,0.19,2.1
28/01/1980,-10.3,-13.1,-7.5,10610,0.0,0.12,2.2
29/01/1980,-10.6,-12.7,-8.4,12140,0.0,0.11,2.9
30/01/1980,-9.1,-12.3,-5.9,7430,3.7,0.19,2.3
31/01/1980,-9.6,-14.2,-6.1,10060,0.0,0.19,2.9
01/02/1980,-10.0,-14.1,-5.8,12650,0.0,0.14,2.4
02/02/1980,-9.1,-13.3,-4.6,11450,0.0,0.15,1.0
03/02/1980,-7.4,-11.3,-3.2,11840,0.0,0.18,1.7
04/02/1980,-7.6,-11.4,-3.3,9120,0.0,0.24,1.1
05/02/1980,-5.0,-7.1,-3.4,4690,3.8,0.3,3.2
06/02/1980,-3.6,-6.8,-2.3,9700,1.5,0.4,3.1
07/02/1980,-7.7,-12.3,-3.2,12230,0.0,0.28,1.8
08/02/1980,-6.7,-11.7,-3.2,9310,0.0,0.29,1.4
09/02/1980,-5.5,-8.6,-2.2,10400,0.6,0.34,2.1
10/02/1980,-7.3,-11.9,-5.3,9690,0.0,0.29,2.9
11/02/1980,-7.2,-9.9,-4.7,10200,0.0,0.28,3.7
12/02/1980,-9.7,-15.0,-5.6,13460,0.0,0.23,2.3
13/02/1980,-6.9,-13.2,-0.6,13990,0.0,0.29,3.2
14/02/1980,-0.1,-1.8,1.7,5840,0.0,0.5,1.6
15/02/1980,-0.8,-3.2,0.4,3600,15.8,0.54,3.2
16/02/1980,-10.8,-17.0,-3.7,15340,1.1,0.23,4.6
17/02/1980,-16.4,-22.0,-10.0,16060,0.0,0.14,2.6
18/02/1980,-8.2,-16.2,-0.7,16050,0.1,0.25,3.6
19/02/1980,0.8,-1.9,3.4,8340,0.0,0.48,3.8
20/02/1980,2.4,1.4,4.3,3200,0.3,0.7,1.5
21/02/1980,4.4,1.0,8.8,5830,12.8,0.82,3.1
22/02/1980,6.2,3.2,10.2,2990,4.0,0.91,3.7
23/02/1980,2.9,0.9,4.8,4260,0.0,0.65,2.1
24/02/1980,0.7,-4.8,6.5,13670,0.0,0.4,3.2
25/02/1980,-4.4,-10.8,1.2,5710,7.3,0.37,4.8
26/02/1980,-10.5,-16.4,-4.8,17710,0.0,0.19,3.5
27/02/1980,-3.4,-5.9,-1.4,12010,0.0,0.33,3.7
28/02/1980,-5.9,-8.2,-4.8,14550,6.5,0.34,2.2
29/02/1980,-14.3,-17.1,-9.2,17760,0.4,0.15,3.5
01/03/1980,-14.4,-16.1,-12.5,16050,0.5,0.15,4.4
02/03/1980,-17.2,-23.6,-12.1,19230,0.0,0.13,2.2
03/03/1980,-10.0,-16.7,-2.1,17940,0.0,0.23,4.2
04/03/1980,0.1,-3.2,5.0,14920,2.9,0.5,3.5
05/03/1980,-0.6,-6.2,3.2,10050,5.5,0.5,3.8
06/03/1980,-5.0,-10.2,1.3,10760,1.7,0.27,2.2
07/03/1980,-0.6,-6.7,4.2,7020,6.4,0.51,2.7
08/03/1980,1.0,-1.7,2.4,5480,3.2,0.59,3.0
09/03/1980,1.2,-5.7,7.8,19330,0.0,0.44,2.9
10/03/1980,3.7,-4.9,10.6,12430,1.1,0.55,5.0
11/03/1980,-4.6,-9.5,1.4,20300,0.0,0.19,3.3
12/03/1980,-3.0,-7.5,1.7,11430,1.9,0.22,4.6
13/03/1980,-0.1,-1.5,1.7,3930,4.4,0.47,3.5
14/03/1980,0.0,-5.0,6.0,20270,0.0,0.4,3.5
15/03/1980,4.8,-2.0,13.7,20410,0.0,0.53,2.9
16/03/1980,9.4,5.5,14.6,10880,3.3,0.78,5.5
17/03/1980,6.5,1.3,10.8,3160,15.3,0.91,4.3
18/03/1980,2.1,-5.0,9.0,21020,0.0,0.39,3.0
19/03/1980,5.5,0.0,11.0,15310,0.1,0.47,4.4
20/03/1980,7.9,3.1,12.9,10140,3.2,0.89,3.2
21/03/1980,4.1,0.9,7.6,17770,7.7,0.52,6.2
22/03/1980,1.7,-3.9,7.0,20060,0.0,0.38,1.8
23/03/1980,5.4,-0.2,12.2,10940,1.0,0.59,3.2
24/03/1980,5.9,0.5,8.4,3260,14.8,0.85,3.9
25/03/1980,0.6,-2.2,4.4,16190,0.0,0.44,3.0
26/03/1980,1.9,-2.7,6.9,14540,0.0,0.48,1.7
27/03/1980,5.7,-1.0,13.2,20460,0.0,0.65,2.1
28/03/1980,6.6,5.4,8.1,4140,10.1,0.79,3.8
29/03/1980,6.8,4.5,9.4,7520,0.1,0.81,2.8
30/03/1980,5.4,2.7,7.2,4020,11.7,0.76,4.9
31/03/1980,5.3,2.8,7.2,8060,3.4,0.75,3.0
01/04/1980,5.4,-0.4,10.3,11970,0.0,0.68,1.4
02/04/1980,8.8,3.2,14.3,16970,1.0,0.85,2.4
03/04/1980,10.5,5.2,15.8,9090,10.4,1.09,4.4
04/04/1980,5.8,3.6,9.6,6630,0.0,0.63,4.7
05/04/1980,7.6,0.8,14.1,24030,0.0,0.56,2.9
06/04/1980,10.4,4.3,17.2,22280,0.2,0.68,3.5
07/04/1980,13.0,8.5,18.8,9100,3.7,1.08,4.4
08/04/1980,14.3,10.4,16.3,9640,17.4,1.26,5.6
09/04/1980,5.9,2.4,10.2,6100,6.2,0.74,5.9
10/04/1980,4.4,2.0,7.8,9210,0.0,0.61,3.4
11/04/1980,7.0,-1.1,15.2,10750,2.8,0.8,2.3
12/04/1980,8.1,3.3,11.6,18600,0.7,0.75,3.7
13/04/1980,5.3,0.0,9.3,17010,0.0,0.49,2.6
14/04/1980,3.4,0.9,7.2,7060,15.0,0.66,5.9
15/04/1980,4.0,0.6,9.7,11270,5.7,0.64,4.2
16/04/1980,4.5,-1.8,10.6,24160,0.0,0.5,1.9
17/04/1980,7.1,-0.9,14.5,16140,0.0,0.56,1.6
18/04/1980,12.1,4.9,18.6,25980,0.0,0.76,0.8
19/04/1980,12.6,3.5,20.6,26280,0.0,0.88,2.3
20/04/1980,16.4,11.4,23.7,20050,0.0,1.1,2.8
21/04/1980,15.3,8.4,22.0,23480,0.0,1.11,1.8
22/04/1980,19.0,11.4,27.5,26310,0.0,1.14,4.1
23/04/1980,13.7,7.5,21.3,25210,0.0,0.74,4.4
24/04/1980,5.4,1.8,8.3,23890,0.0,0.54,3.3
25/04/1980,5.4,-1.4,11.5,21030,0.0,0.59,1.7
26/04/1980,7.9,0.9,15.2,25500,0.0,0.66,3.0
27/04/1980,7.6,5.4,12.2,12320,3.2,0.89,3.5
28/04/1980,6.5,4.0,9.4,5710,9.8,0.89,3.2
29/04/1980,9.0,5.9,12.1,12430,0.5,0.92,1.4
30/04/1980,10.0,4.4,15.6,14990,0.0,0.97,1.4
01/05/1980,11.4,5.6,17.5,17250,0.0,0.98,1.2
02/05/1980,13.6,6.2,19.2,17840,0.0,1.0,1.2
03/05/1980,15.2,6.4,22.6,24630,0.0,1.1,1.8
04/05/1980,17.1,7.5,25.9,27420,0.0,1.02,1.7
05/05/1980,19.2,11.3,27.0,26880,0.0,1.07,2.9
06/05/1980,16.6,11.6,21.3,23160,0.0,0.9,2.6
07/05/1980,11.5,8.1,15.9,20400,0.1,0.61,3.4
08/05/1980,8.5,3.3,12.1,23770,0.1,0.61,2.3
09/05/1980,10.4,3.2,16.3,28530,0.0,0.63,1.6
10/05/1980,13.4,7.7,20.5,17730,6.0,0.84,4.1
11/05/1980,17.4,12.8,22.1,23590,13.2,1.45,3.1
12/05/1980,15.0,10.8,19.9,8530,36.4,1.49,2.0
13/05/1980,18.8,10.9,24.0,23230,11.6,1.58,5.2
14/05/1980,11.7,7.3,15.4,17590,0.0,0.82,2.2
15/05/1980,13.3,5.9,19.5,21980,0.0,0.92,1.3
16/05/1980,13.6,9.2,18.1,13930,8.0,1.01,4.1
17/05/1980,15.3,12.9,18.0,3310,31.8,1.64,2.7
18/05/1980,17.4,15.2,21.8,13680,3.8,1.67,3.3
19/05/1980,15.6,11.7,19.2,15740,0.4,1.45,1.5
20/05/1980,16.2,12.2,21.6,21270,3.0,1.43,2.1
21/05/1980,17.2,9.8,23.0,24880,0.0,1.3,1.4
22/05/1980,18.7,11.2,24.9,24420,0.0,1.47,2.2
23/05/1980,19.5,16.6,23.9,12780,4.0,1.72,2.6
24/05/1980,19.2,14.4,22.8,17540,5.1,1.89,1.0
25/05/1980,21.0,15.1,27.4,26160,0.1,1.89,2.2
26/05/1980,17.7,11.4,22.9,30150,0.0,1.09,2.8
27/05/1980,17.6,9.6,24.5,30240,0.0,1.07,1.9
28/05/1980,20.6,12.7,27.7,28620,0.0,1.5,2.1
29/05/1980,23.2,17.7,29.0,24940,0.3,1.87,3.3
30/05/1980,23.8,20.3,27.1,21490,1.7,2.19,5.3
31/05/1980,21.3,18.1,25.2,27140,1.7,1.73,3.0
01/06/1980,19.9,17.4,25.2,7910,31.5,2.04,4.4
02/06/1980,21.8,19.6,25.8,8530,13.7,2.31,4.5
03/06/1980,20.5,15.7,23.6,24160,9.5,1.85,3.5
04/06/1980,17.3,11.8,22.8,21360,0.0,1.23,2.3
05/06/1980,20.6,15.5,27.2,21000,0.0,1.73,3.9
06/06/1980,25.4,21.6,29.9,23100,0.0,2.37,3.4
07/06/1980,23.9,21.2,29.2,11560,22.8,2.54,3.4
08/06/1980,15.2,11.8,19.9,23170,0.0,1.09,4.5
09/06/1980,16.9,12.2,21.8,25150,1.9,1.15,4.5
10/06/1980,14.1,10.0,18.1,29110,0.2,1.08,2.5
11/06/1980,14.4,8.3,20.1,30430,0.0,0.96,1.1
12/06/1980,16.6,8.9,23.2,30430,0.0,1.2,2.2
13/06/1980,19.5,12.7,25.3,24370,0.0,1.37,2.6
14/06/1980,22.8,17.7,27.0,20840,0.0,1.85,2.5
15/06/1980,20.3,16.0,23.1,10480,33.7,2.11,2.5
16/06/1980,15.2,11.5,18.7,29550,0.0,1.17,3.2
17/06/1980,14.2,6.3,20.5,27320,0.0,1.07,1.0
18/06/1980,17.7,11.2,23.7,29950,0.0,1.28,0.9
19/06/1980,16.4,11.4,24.6,17750,4.0,1.37,3.7
20/06/1980,15.1,7.4,21.4,29760,0.0,1.15,1.5
21/06/1980,18.1,11.0,24.1,30410,0.0,1.34,1.3
22/06/1980,20.2,12.0,27.0,30110,0.0,1.49,1.9
23/06/1980,21.3,18.1,25.1,12740,15.0,1.93,2.5
24/06/1980,22.2,19.3,26.1,14700,9.6,2.3,2.6
25/06/1980,23.3,17.7,28.1,24570,0.0,2.24,1.3
26/06/1980,24.8,19.0,30.0,24990,0.0,2.37,1.4
27/06/1980,26.4,20.6,31.3,27290,0.0,2.56,1.9
28/06/1980,26.1,22.8,30.3,17100,3.1,2.61,3.0
29/06/1980,23.4,19.4,28.6,26480,0.0,2.04,3.5
30/06/1980,19.3,14.7,22.9,21710,0.0,1.48,2.2
01/07/1980,22.0,15.9,28.6,17360,0.1,2.0,2.9
02/07/1980,24.8,21.8,28.2,25550,0.3,2.46,2.8
03/07/1980,22.0,18.1,27.0,21090,0.5,1.72,1.6
04/07/1980,23.1,19.2,28.3,15530,3.3,2.27,1.2
05/07/1980,25.8,22.4,30.7,19980,10.2,2.65,3.1
06/07/1980,21.6,16.3,25.9,27350,0.0,1.91,2.1
07/07/1980,24.4,17.0,32.4,22800,0.0,2.34,3.2
08/07/1980,28.4,23.8,32.6,24830,2.1,2.78,3.1
09/07/1980,25.1,21.1,30.4,17910,29.3,2.71,1.7
10/07/1980,24.6,20.7,29.7,20190,3.0,2.57,2.1
11/07/1980,25.3,17.9,31.0,27840,0.0,2.47,1.6
